ID,x,y,label_3PCs_k11,label_10PCs_k11
cell_1425,19226.197,6821.618,0,3
cell_6196,1355.3733,36097.73,5,3
cell_1334,18460.586,7924.181,5,3
cell_6157,2342.539,38931.16,5,3
cell_3313,10716.99,43654.133,5,3
cell_5692,3518.9292,45751.4,5,3
cell_5724,2783.4177,46250.8,5,3
cell_1281,19659.797,7962.2534,0,10
cell_4725,8009.1436,40652.227,5,3
cell_1290,19538.686,10010.494,0,10
cell_4504,12824.214,1349.5116,0,3
cell_3881,10241.322,30568.66,5,3
cell_205,20575.797,36862.57,5,3
cell_6302,3551.949,33796.723,0,3
cell_5048,5002.1084,38313.703,0,3
cell_5413,5950.14,30493.28,0,3
cell_5857,4503.3535,40929.594,0,3
cell_1253,20310.291,7655.4116,0,3
cell_1291,19448.463,8294.51,0,3
cell_768,18452.836,24291.797,5,3
cell_767,18386.684,24722.69,5,3
cell_3307,11851.83,43454.39,5,3
cell_7328,1335.5299,36207.46,5,3
cell_164,18996.977,38691.633,5,3
cell_2843,15492.741,11871.765,5,3
cell_5386,6703.53,27688.848,5,3
cell_2670,13106.237,20447.455,5,3
cell_7350,713.27405,36019.113,5,3
cell_5740,2430.1938,45660.766,0,2
cell_1267,20022.936,9366.701,0,3
cell_1259,20275.918,9768.025,0,3
cell_1408,19882.553,6004.248,0,3
cell_6218,713.27405,36019.113,5,3
cell_2174,15936.396,28541.92,0,3
cell_6015,1359.5039,40071.07,5,3
cell_4435,12832.136,13389.449,5,3
cell_1301,19228.191,7636.379,0,10
cell_4672,9280.057,42805.496,0,3
cell_6058,5002.1084,38313.703,0,3
cell_5185,6893.05,31963.344,0,3
cell_1465,18213.785,2078.7517,0,3
cell_6254,4592.1514,34199.652,5,3
cell_5219,6057.637,32693.977,0,3
cell_4990,6721.8716,36074.11,5,3
cell_3560,12942.834,38886.11,0,3
cell_1336,18370.938,7266.5166,0,10
cell_1289,19542.518,9308.741,0,3
cell_3759,13252.638,31563.875,5,3
cell_6174,1876.4567,36775.746,5,3
cell_1280,19672.307,7355.9526,6,10
cell_6189,1496.2668,37761.934,0,3
cell_1415,19555.535,5931.058,0,3
cell_1269,20038.49,9072.821,0,3
cell_7382,33.126083,35980.4,5,3
cell_1272,19919.322,8767.724,0,3
cell_6372,2074.549,34267.695,5,3
cell_1264,20119.643,9696.911,0,3
cell_2233,14342.004,27532.93,0,3
cell_7383,0.0,35517.633,5,3
cell_5877,4082.4478,41511.016,0,3
cell_1296,19342.502,10949.528,0,10
cell_1275,19811.113,8519.775,10,0
cell_5806,1005.46893,44609.62,5,3
cell_6722,1005.46893,44609.62,5,3
cell_3699,9945.458,38609.496,5,3
cell_3877,10250.76,31080.656,5,3
cell_1282,19629.732,8809.763,6,10
cell_2187,15605.381,29312.863,5,3
cell_5231,5793.366,31554.096,5,3
cell_1429,18921.941,6466.847,0,0
cell_1293,19402.303,10034.364,0,3
cell_2148,16622.707,28840.742,0,3
cell_809,17354.088,22968.227,0,3
cell_1260,20199.111,8427.789,6,10
cell_1399,20204.854,6197.48,0,3
cell_3583,12499.736,37853.36,0,3
cell_2076,13681.238,30562.45,5,3
cell_3803,12358.727,33802.633,5,3
cell_1257,20201.596,9179.311,0,3
cell_5681,3823.7903,45174.426,5,3
cell_4031,11423.317,28857.232,5,3
cell_1268,20054.262,10376.164,0,10
cell_800,17566.225,25440.639,0,3
cell_4055,10956.4375,30242.676,5,3
cell_1308,19067.918,8276.797,6,10
cell_2098,13252.638,31563.875,5,3
cell_1421,19291.75,5667.302,6,3
cell_3908,9476.432,33206.04,5,3
cell_3294,12824.214,1349.5116,0,3
cell_1320,18700.422,8429.122,6,10
cell_3915,9297.872,31276.361,0,6
cell_1295,19369.684,7812.3433,0,3
cell_3987,12436.039,28826.895,5,3
cell_4625,6079.792,45397.38,0,3
cell_7363,403.26102,37426.566,5,3
cell_1410,19783.777,5078.5127,0,3
cell_5155,7546.69,32467.377,5,3
cell_4735,7782.165,38885.55,0,3
cell_1451,18300.82,3083.758,0,3
cell_6071,4703.824,37976.816,5,3
cell_5061,4707.203,37976.45,5,3
cell_7653,566.95386,34516.676,5,3
cell_3874,10346.143,33854.676,5,3
cell_2509,13418.468,26219.43,5,3
cell_6187,1490.3859,36297.074,0,3
cell_5513,6559.0635,26013.025,0,3
cell_723,16953.385,27901.146,5,3
cell_6097,3987.314,38306.87,5,3
cell_4613,6408.2803,42995.062,5,3
cell_3706,9782.971,38868.676,5,3
cell_5670,4076.8535,44235.125,5,3
cell_5452,9069.073,23565.637,5,3
cell_5281,4714.2046,32037.76,5,3
cell_4218,11514.525,27171.254,0,3
cell_56,20809.416,34629.094,5,3
cell_2169,16081.239,26744.701,5,3
cell_6531,999.70294,29178.139,5,3
cell_6181,1681.8689,37321.688,5,3
cell_655,18842.424,26948.404,5,3
cell_868,18586.986,22602.205,5,3
cell_4748,7461.8384,42949.105,5,3
cell_6720,1040.1134,44720.305,5,3
cell_4630,5883.7695,44115.83,0,3
cell_2061,14093.564,31575.938,5,3
cell_4323,11504.594,19746.52,6,10
cell_6513,2076.0579,29081.854,0,3
cell_6288,3919.7039,33218.355,5,3
cell_6096,3987.559,38428.23,5,3
cell_243,19380.238,37035.45,5,3
cell_6353,2402.8206,32537.586,6,1
cell_4449,13250.991,11058.384,6,10
cell_697,17700.521,27421.71,5,3
cell_89,21814.61,31436.367,5,3
cell_6153,2559.703,34706.434,5,3
cell_5113,8338.296,33181.684,5,3
cell_5696,3413.475,44882.664,0,3
cell_2123,12707.157,31244.791,5,3
cell_4768,6999.6406,42640.543,5,3
cell_4252,10009.912,25219.834,5,3
cell_3462,10275.357,42544.152,5,3
cell_2510,13394.419,25294.979,0,3
cell_3574,12686.526,37851.652,5,3
cell_6456,4725.7812,28022.336,5,3
cell_4035,11262.31,28885.95,0,3
cell_5698,3341.6174,45266.32,0,3
cell_5488,7867.0425,25857.285,5,3
cell_4596,6769.721,43848.5,5,3
cell_6193,1397.7092,34630.547,5,3
cell_6251,4709.1187,32040.838,5,3
cell_6490,3376.9543,28725.084,5,3
cell_4752,7428.325,39071.723,0,3
cell_5804,1040.1134,44720.305,5,3
cell_5793,1326.0262,46286.742,0,3
cell_6496,3138.908,28701.422,5,3
cell_2253,13874.817,29543.25,5,3
cell_1906,12688.647,37851.45,5,3
cell_5057,4714.7627,35892.2,5,3
cell_2224,14593.221,27587.777,5,3
cell_2208,15109.28,29349.633,5,3
cell_2282,13158.97,28998.332,5,3
cell_212,20369.152,34804.9,5,3
cell_4782,6784.786,43194.418,0,3
cell_1495,17712.557,2726.3025,0,3
cell_5444,4725.7812,28022.336,5,3
cell_2443,14728.688,24068.613,5,3
cell_6529,1120.4294,29299.309,6,10
cell_634,19324.54,29058.45,5,3
cell_4270,9262.868,23873.44,5,3
cell_6422,1069.8601,33922.79,5,3
cell_818,17110.016,24259.633,5,3
cell_6182,1674.0305,35120.277,5,3
cell_5923,3115.2886,38974.906,0,3
cell_4032,11364.418,27965.729,0,3
cell_5564,8840.778,22137.55,5,3
cell_4407,13009.197,17241.535,0,3
cell_4893,8980.437,36108.176,5,3
cell_6508,2404.3127,30483.617,5,3
cell_4274,9069.073,23565.637,5,3
cell_6172,1902.6552,34609.055,5,3
cell_3707,9730.186,38727.21,5,3
cell_5794,1354.742,45180.414,0,3
cell_4300,12597.898,22228.85,0,3
cell_3422,11387.633,42008.16,5,3
cell_2753,14040.651,16092.473,5,3
cell_6369,2120.4897,31900.719,5,3
cell_2467,14244.622,25960.488,0,3
cell_3948,13158.97,28998.332,5,3
cell_4432,12871.181,11013.2705,0,3
cell_1006,19211.475,16561.748,5,3
cell_736,20224.883,26274.324,5,3
cell_301,17732.723,35995.297,5,3
cell_5947,2593.305,39755.312,5,3
cell_842,20534.266,19285.033,5,3
cell_4166,13305.621,25389.656,0,3
cell_5448,9262.868,23873.44,5,3
cell_5233,5814.467,34178.484,5,3
cell_6517,1848.6394,28792.592,5,3
cell_6067,4788.3555,35828.406,5,3
cell_3745,8980.437,36108.176,5,3
cell_3713,9642.068,35246.29,0,3
cell_6315,3277.6106,34331.707,5,3
cell_2739,15292.1,16553.477,5,3
cell_5403,6326.037,29713.389,0,3
cell_4343,10933.273,22297.361,5,3
cell_5112,8341.233,33050.066,5,3
cell_7632,1069.8601,33922.79,5,3
cell_2859,13865.051,11927.1,5,3
cell_3110,16575.57,3477.2998,5,3
cell_5136,7935.7686,31443.377,0,3
cell_3834,11461.887,30994.453,5,3
cell_5703,3253.9158,43303.734,5,3
cell_7648,674.46423,32493.916,5,3
cell_2472,14130.984,25994.342,5,3
cell_1009,19112.053,16694.03,0,3
cell_2264,13660.411,31179.965,5,3
cell_7837,148.63739,27985.621,9,10
cell_4253,9918.993,25432.502,5,3
cell_2215,14918.928,29172.678,5,3
cell_4491,13000.582,677.6788,0,3
cell_706,17557.43,28216.645,5,3
cell_621,19766.828,28982.137,5,3
cell_4750,7448.4062,39171.168,5,3
cell_2444,14691.603,25148.818,0,3
cell_4945,7785.526,35843.95,0,3
cell_2137,16953.385,27901.146,5,3
cell_4392,8840.778,22137.55,5,3
cell_487,18403.572,32749.145,5,3
cell_690,17831.16,27578.846,0,3
cell_4843,5467.099,42176.312,0,3
cell_1745,15757.033,36074.61,5,3
cell_1046,18079.129,17272.076,5,3
cell_5790,1404.9232,46265.234,0,3
cell_4243,10343.943,24818.52,5,3
cell_2784,13009.197,17241.535,0,3
cell_4020,11595.572,27381.812,5,3
cell_3478,9940.236,41618.152,5,3
cell_5508,6717.432,26922.85,5,3
cell_1863,13546.647,37090.875,5,3
cell_2489,13864.639,26333.06,5,3
cell_3281,13000.582,677.6788,0,3
cell_860,19076.111,19322.066,6,0
cell_852,19740.785,19190.586,6,0
cell_3576,12643.832,36160.4,10,0
cell_3702,9917.385,34735.402,6,0
cell_3735,9182.083,36792.92,10,0
cell_4599,6733.847,45451.406,0,0
cell_5845,4768.166,42216.656,5,3
cell_5738,2482.373,42636.246,0,3
cell_2242,14098.803,27973.352,8,0
cell_1588,15814.601,41593.188,6,6
cell_4883,9182.083,36792.92,10,0
cell_6289,3890.5876,33395.574,10,0
cell_4870,4768.166,42216.656,5,3
cell_2852,14770.124,14554.604,0,3
cell_5688,3594.9075,45932.74,0,0
cell_7341,944.8218,35969.69,1,0
cell_2787,12956.967,16739.578,1,0
cell_4866,4879.392,42357.33,0,3
cell_4006,12027.715,29094.18,10,0
cell_6161,2289.3481,35153.152,10,0
cell_1091,16738.242,15098.057,0,3
cell_856,19564.166,19118.078,6,10
cell_2462,14287.84,24951.408,6,0
cell_2520,13147.711,27031.535,10,0
cell_1908,12653.372,36154.934,10,0
cell_850,19976.965,19460.951,10,0
cell_16,22447.22,34810.543,1,0
cell_3597,12164.019,37025.617,10,0
cell_4667,4645.327,43437.805,0,6
cell_5310,8631.658,30252.07,8,0
cell_2258,13672.683,27715.32,10,0
cell_5841,4879.392,42357.33,0,3
cell_4410,12956.967,16739.578,1,0
cell_1835,14013.533,36418.855,0,6
cell_2857,14267.285,11515.604,0,3
cell_4115,9798.185,28811.61,10,0
cell_1241,20587.146,10250.297,6,0
cell_5735,2519.607,42806.008,10,0
cell_1619,14608.543,41529.367,6,0
cell_4602,6620.696,44859.23,0,0
cell_4065,10836.047,28158.049,0,0
cell_2122,12659.339,31394.96,6,4
cell_6209,944.8218,35969.69,1,0
cell_3737,9110.906,35106.22,10,0
cell_4574,7424.274,45067.11,0,3
cell_1715,16408.662,37988.79,10,0
cell_3334,9296.089,44520.688,0,3
cell_4979,6967.9385,37080.168,0,3
cell_1455,18261.396,6063.0913,0,3
cell_6042,779.2849,39530.285,0,3
cell_4733,7789.641,38998.613,0,3
cell_5071,9112.43,32896.08,6,3
cell_3742,9016.357,35422.2,0,3
cell_6091,4177.5566,36961.797,0,0
cell_5127,8106.3047,33753.426,0,3
cell_1473,18101.938,5295.2437,6,10
cell_5540,5213.6333,24880.783,5,3
cell_3073,17308.207,4144.298,6,10
cell_1309,19053.992,7836.8457,0,3
cell_1337,18377.41,8201.211,0,3
cell_123,21207.125,34001.062,6,3
cell_6605,104.536255,48290.234,5,3
cell_3922,9112.43,32896.08,6,3
cell_1494,17733.965,4380.25,0,3
cell_1347,18178.291,7214.8413,0,3
cell_1352,18120.703,8270.88,6,10
cell_1338,18360.287,10473.912,0,3
cell_4527,8987.442,43606.152,6,0
cell_3470,10006.489,40853.016,0,3
cell_4882,9229.218,37114.965,0,3
cell_29,21954.188,35912.527,5,3
cell_1328,18542.889,8600.805,0,3
cell_7060,779.2849,39530.285,0,3
cell_1653,13550.94,39067.164,10,0
cell_5137,7910.943,32099.846,0,3
cell_1353,18091.137,8127.9746,6,10
cell_1111,20177.963,10562.407,0,3
cell_5031,5419.4404,35278.168,0,3
cell_6381,1924.3008,33625.125,5,3
cell_185,16739.252,39410.03,0,3
cell_1595,15402.288,40953.066,0,3
cell_6537,5218.601,24883.25,5,3
cell_3207,14903.042,1559.1866,6,4
cell_1355,18035.898,7500.5723,3,10
cell_2109,12952.919,33103.402,5,3
cell_1447,18432.025,2987.2312,5,3
cell_3410,11554.009,43065.574,0,9
cell_3896,9819.003,34173.19,0,3
cell_2146,16671.783,26593.71,0,3
cell_3734,9229.218,37114.965,0,3
cell_286,17959.736,37292.42,0,3
cell_3343,8987.442,43606.152,6,0
cell_3932,8890.506,33163.008,0,3
cell_1343,18289.967,10132.042,6,3
cell_1472,18103.414,5015.124,6,10
cell_1540,16736.176,3934.891,6,10
cell_1484,17870.182,6755.972,6,10
cell_1342,18320.227,8773.221,6,10
cell_1164,18702.312,10593.046,6,0
cell_3661,10727.732,35004.387,0,3
cell_3382,12498.276,40500.527,0,3
cell_1616,14671.963,41708.082,0,3
cell_5701,3300.3923,47234.715,0,3
cell_1335,18418.79,9799.268,0,3
cell_1457,18271.02,6422.2305,0,3
cell_1476,18077.629,2540.5923,0,3
cell_4736,7774.062,40543.164,0,3
cell_4518,9296.089,44520.688,0,3
cell_4874,4660.8105,40080.973,6,10
cell_1450,18331.176,2308.7922,5,3
cell_3770,12952.919,33103.402,5,3
cell_4622,6216.583,43699.543,0,3
cell_3102,16736.176,3934.891,6,10
cell_6170,1925.9382,36950.844,0,0
cell_4751,7434.7563,42741.258,0,0
cell_1326,18541.63,8263.852,0,3
cell_1633,14383.185,39245.223,6,0
cell_1778,15119.2705,35957.21,0,3
cell_143,20715.22,32998.457,5,3
cell_4541,8620.338,43948.793,0,4
cell_348,21207.125,34001.062,6,3
cell_5849,4660.8105,40080.973,6,10
cell_1331,18484.707,8961.638,0,3
cell_5591,3933.2456,47350.043,0,3
cell_5165,7309.4355,33950.508,0,3
cell_4545,8609.603,44049.875,0,3
cell_6552,4219.547,26194.146,6,3
cell_1512,17308.207,4144.298,6,10
cell_1480,18001.166,4801.262,0,3
cell_4929,8196.826,36530.38,0,3
cell_1470,18133.82,6589.703,0,3
cell_248,19198.344,36993.184,0,3
cell_5081,8890.506,33163.008,0,3
cell_2201,15222.367,27213.918,0,3
cell_368,20715.22,32998.457,5,3
cell_83,21943.719,32457.557,0,3
cell_1576,16739.252,39410.03,0,3
cell_3857,10763.962,33039.902,0,3
cell_7052,974.759,41710.664,0,6
cell_3807,12295.185,33603.19,5,3
cell_5911,3430.0967,39805.58,5,3
cell_3726,9421.256,37383.1,0,3
cell_4744,7554.777,41261.773,5,6
cell_3324,9820.576,43254.203,6,9
cell_3618,11722.646,36094.94,0,3
cell_4280,8858.514,24221.85,5,3
cell_5752,2254.6003,42605.88,5,3
cell_2767,13426.658,15601.484,5,6
cell_1973,15994.981,32205.848,5,6
cell_3669,10486.251,36190.86,5,3
cell_5725,2788.6243,44387.062,5,3
cell_2161,16302.456,30776.717,0,3
cell_186,21289.307,37350.695,6,6
cell_2039,14661.25,31277.992,5,3
cell_2167,16107.445,27708.684,5,3
cell_6484,3733.6816,27454.842,5,6
cell_2304,12802.62,28749.693,6,6
cell_2771,13282.75,15749.266,5,6
cell_7812,1302.3802,30027.541,0,6
cell_679,18126.086,29285.205,0,3
cell_3755,8682.047,36579.73,5,3
cell_4794,6526.118,39645.375,5,3
cell_4678,9083.098,40073.098,0,6
cell_1394,20313.117,5009.063,5,6
cell_5163,7419.1216,34161.1,5,3
cell_5501,6937.5664,23754.453,5,6
cell_4928,8211.311,37458.54,0,3
cell_606,20080.766,29173.955,5,3
cell_3114,16505.422,4790.3955,0,6
cell_4047,11046.8955,28445.76,0,6
cell_2581,16329.266,21364.31,0,6
cell_643,19086.84,27659.484,5,3
cell_5558,9100.513,21977.303,0,6
cell_719,17037.893,27567.793,5,3
cell_4909,8603.168,37620.906,5,3
cell_6094,4118.3486,38153.41,5,3
cell_5480,8001.3657,24202.139,6,10
cell_321,17197.574,34648.523,0,6
cell_5963,2306.1606,39254.332,5,3
cell_2133,17037.893,27567.793,5,3
cell_7066,586.9588,40807.89,5,3
cell_3368,12976.605,39016.047,5,3
cell_1807,14582.814,35428.562,0,6
cell_2089,13481.92,31077.854,0,3
cell_5507,6798.0957,25113.658,0,6
cell_617,19815.36,27580.828,5,3
cell_3515,9083.098,40073.098,0,6
cell_6034,974.759,41710.664,0,6
cell_493,18324.15,31738.043,5,3
cell_6483,3774.6284,27554.768,5,3
cell_545,17348.12,33066.38,5,3
cell_3970,12802.62,28749.693,6,6
cell_1527,16942.572,3415.083,0,6
cell_7373,196.46155,39109.543,5,3
cell_1300,19304.203,10221.354,5,6
cell_2131,17225.293,29087.09,5,3
cell_601,20223.38,31021.137,5,3
cell_5491,7613.5635,25072.97,5,6
cell_4796,6486.413,40591.305,5,3
cell_4800,6391.833,41168.082,0,6
cell_6005,1553.6937,42085.625,5,3
cell_1915,17264.287,31776.86,5,3
cell_2057,14154.059,31419.959,5,3
cell_5024,5777.1377,38413.582,0,6
cell_604,20095.963,30865.383,5,6
cell_5458,8858.514,24221.85,5,3
cell_4904,8681.981,36579.75,5,3
cell_2016,15188.626,32984.387,5,3
cell_5940,2758.43,39627.3,0,3
cell_670,18258.453,29424.361,0,3
cell_3088,16942.572,3415.083,0,6
cell_3677,10372.943,35509.83,5,3
cell_4386,9100.513,21977.303,0,6
cell_717,17225.293,29087.09,5,3
cell_431,19611.424,31899.998,0,3
cell_3386,12187.736,40622.098,5,3
cell_2751,14365.075,15906.195,6,6
cell_5493,7517.8843,24987.902,5,6
cell_2152,16472.781,29087.688,5,3
cell_694,17775.264,29138.139,5,3
cell_4324,11481.184,19942.652,5,6
cell_457,19128.293,31239.854,0,3
cell_2766,13449.515,17840.758,5,6
cell_1972,16019.727,32293.488,0,6
cell_513,17859.547,31633.465,5,3
cell_6008,1552.2058,41026.516,5,3
cell_5933,2911.8228,40904.383,5,3
cell_2237,14283.847,29498.492,5,3
cell_550,17264.287,31776.86,5,3
cell_3862,10616.908,31667.115,6,1
cell_2196,15352.073,29149.062,6,10
cell_4123,9652.837,26834.828,2,10
cell_6188,1444.4457,35017.305,0,6
cell_4895,8865.424,36832.75,10,8
cell_678,18190.82,29290.729,0,3
cell_1796,14779.998,37648.3,10,0
cell_837,16689.936,24793.457,6,9
cell_6743,565.1594,44763.23,6,9
cell_5647,4917.5737,43746.69,6,6
cell_3911,9388.494,32719.855,6,10
cell_4612,6382.086,43415.344,6,10
cell_3487,9667.561,42618.16,10,0
cell_41,21323.078,37337.094,6,10
cell_2750,14399.923,18897.572,6,10
cell_3859,10642.305,32347.15,6,0
cell_5898,3570.7112,41307.01,0,6
cell_1518,17139.738,4425.3276,6,10
cell_3910,9397.351,32795.457,10,0
cell_7835,245.38136,28003.84,6,10
cell_3380,12573.002,42262.81,6,10
cell_3664,10697.106,36352.363,10,6
cell_5768,1768.0239,46082.895,0,6
cell_1085,16876.262,16501.967,6,9
cell_2051,14298.551,32285.521,6,8
cell_3747,8865.424,36832.75,10,8
cell_221,20036.354,36816.707,8,0
cell_5699,3327.6968,45803.383,6,6
cell_312,17365.654,34750.363,6,6
cell_4350,10638.916,21510.52,10,8
cell_3316,10383.759,44104.89,5,6
cell_805,17482.758,26431.146,6,9
cell_4319,11594.541,20572.664,0,6
cell_2714,16543.475,17358.492,6,10
cell_2226,14497.327,30154.96,5,6
cell_4348,10758.424,21635.268,0,3
cell_3168,15521.523,5998.0063,9,5
cell_3888,10007.644,35255.277,1,2
cell_4681,9097.537,43105.652,6,9
cell_3412,11538.014,40439.996,6,10
cell_189,21016.178,36538.12,3,1
cell_1402,19965.084,4072.3582,6,10
cell_7068,540.0019,41242.453,6,8
cell_3352,8785.891,46439.066,6,9
cell_4769,7009.26,39311.664,0,3
cell_4346,10909.953,19876.219,6,6
cell_1403,19931.79,5037.376,6,6
cell_4723,8034.3994,41615.05,0,0
cell_5204,6477.2173,35181.027,6,9
cell_2338,16689.936,24793.457,6,9
cell_1033,18406.848,16900.383,6,1
cell_5119,8263.905,32792.87,10,0
cell_3208,14836.901,2496.711,6,5
cell_5824,5303.446,41417.168,10,0
cell_4950,7733.7256,36825.777,8,8
cell_5531,5523.048,26530.89,6,8
cell_2702,16876.262,16501.967,6,9
cell_5040,5192.3135,34710.965,6,6
cell_3242,14054.172,1803.5355,9,1
cell_558,17188.3,33024.96,0,6
cell_3604,11973.813,37317.695,6,10
cell_5567,8626.677,22483.521,9,9
cell_4691,8869.469,40329.98,8,0
cell_5663,4390.921,44895.797,0,6
cell_1522,17087.137,3351.6235,6,10
cell_3191,15156.596,141.48222,9,9
cell_2001,15438.58,32526.768,0,6
cell_7822,786.27386,28111.15,6,1
cell_1636,14198.992,40032.023,0,6
cell_1,21619.752,39606.645,6,9
cell_3083,17087.137,3351.6235,6,10
cell_37,21627.955,34892.742,3,10
cell_2733,15588.248,16230.824,0,3
cell_4920,8477.508,36887.49,10,8
cell_5506,6720.1826,25545.83,6,10
cell_665,18490.553,30751.447,6,10
cell_2471,14128.403,24750.637,6,1
cell_1250,20391.51,9442.459,6,10
cell_5146,7718.381,33785.996,6,10
cell_7075,330.70044,40993.047,0,10
cell_2218,14755.059,30418.676,8,6
cell_2601,15821.583,22917.62,6,10
cell_293,17935.867,38528.57,6,6
cell_781,18063.305,23400.07,6,1
cell_4661,4917.5737,43746.69,6,6
cell_1198,17699.877,12150.819,6,6
cell_7073,452.22992,41047.414,6,10
cell_4849,5303.446,41417.168,10,0
cell_1831,14077.491,37500.81,10,0
cell_203,20647.502,36356.176,6,10
cell_5685,3651.274,44881.652,6,6
cell_4847,5379.9106,40766.016,6,10
cell_585,20623.127,30715.094,6,6
cell_6314,3283.296,34827.918,10,6
cell_4934,8070.811,36311.562,10,0
cell_6113,3498.3164,36753.14,10,2
cell_44,21016.178,36538.12,3,1
cell_3528,8869.469,40329.98,8,0
cell_3079,17139.738,4425.3276,6,10
cell_4296,12847.006,22818.33,9,9
cell_3670,10480.797,36475.99,6,10
cell_1621,14557.836,40926.484,0,6
cell_7663,280.8883,33240.848,6,1
cell_4916,8535.224,35161.51,6,0
cell_6248,4782.7485,32399.266,0,6
cell_275,18469.852,37012.5,6,6
cell_87,21907.057,33439.207,6,6
cell_5007,6255.3867,36486.26,6,0
cell_3367,13011.055,41802.734,6,10
cell_298,17833.129,37720.27,10,0
cell_5020,5947.315,36418.117,6,6
cell_5238,5627.6147,34413.043,6,6
cell_1020,18728.71,17640.229,6,6
cell_7089,119.239235,41223.895,3,10
cell_5573,7913.4746,21865.39,0,6
cell_1048,18053.254,19237.184,6,6
cell_268,18577.836,37206.074,0,6
cell_258,18863.965,34678.652,0,6
cell_4830,5776.6636,40041.74,0,6
cell_5818,812.6248,44358.293,6,6
cell_2295,12889.995,30113.014,0,6
cell_2570,16635.203,22880.451,8,2
cell_899,17855.932,22470.37,6,10
cell_1591,15573.163,39534.92,0,6
cell_6525,1313.5197,28602.344,0,6
cell_5449,9176.965,22844.236,8,10
cell_4414,12891.08,18381.322,10,0
cell_4347,10931.43,19784.406,1,0
cell_1596,15372.238,38887.203,10,0
cell_137,20827.752,31668.723,10,6
cell_914,17366.86,20721.13,3,10
cell_2580,16396.594,21051.213,6,6
cell_4668,4676.0054,46141.97,0,6
cell_6524,1359.0488,28905.707,0,6
cell_2577,16457.955,20945.365,6,6
cell_202,20728.262,37829.367,0,6
cell_5232,5801.387,31327.26,10,6
cell_2291,12984.988,30018.014,0,6
cell_1435,18671.527,3759.0757,6,10
cell_2469,14200.379,25979.764,0,10
cell_969,20260.354,15616.004,2,10
cell_1713,16525.254,38136.168,0,6
cell_6522,1394.8972,29013.201,6,6
cell_1574,16756.629,39266.055,0,6
cell_2563,16867.254,21684.393,2,6
cell_3092,16915.63,5132.6606,6,10
cell_232,19739.564,35604.188,10,0
cell_379,20453.11,34110.656,6,10
cell_3398,11893.844,42191.215,0,6
cell_2517,13241.367,24692.12,9,6
cell_2294,12899.994,30072.645,6,6
cell_255,18944.117,34745.176,0,6
cell_4629,5899.5396,45058.504,0,6
cell_5763,1879.8147,44145.176,3,0
cell_4376,9442.345,21425.18,0,6
cell_5608,2419.954,46617.953,0,6
cell_6734,812.6248,44358.293,6,6
cell_3018,13695.384,9487.743,2,6
cell_4071,10722.31,28515.523,10,2
cell_6471,4096.9434,27891.846,6,10
