barcode,mclust,x,y
cell_4733,4,7789.641,38998.613
cell_5071,4,9112.43,32896.08
cell_3742,4,9016.357,35422.2
cell_6091,3,4177.5566,36961.797
cell_5127,4,8106.3047,33753.426
cell_1473,4,18101.938,5295.2437
cell_5540,4,5213.6333,24880.783
cell_3073,2,17308.207,4144.298
cell_1309,4,19053.992,7836.8457
cell_1337,4,18377.41,8201.211
cell_123,4,21207.125,34001.062
cell_6605,4,104.536255,48290.234
cell_3922,4,9112.43,32896.08
cell_1494,4,17733.965,4380.25
cell_1347,4,18178.291,7214.8413
cell_1352,4,18120.703,8270.88
cell_1338,4,18360.287,10473.912
cell_4527,2,8987.442,43606.152
cell_3470,4,10006.489,40853.016
cell_4882,4,9229.218,37114.965
cell_29,4,21954.188,35912.527
cell_1328,4,18542.889,8600.805
cell_7060,4,779.2849,39530.285
cell_1653,3,13550.94,39067.164
cell_5137,4,7910.943,32099.846
cell_1353,4,18091.137,8127.9746
cell_1111,4,20177.963,10562.407
cell_5031,4,5419.4404,35278.168
cell_6381,4,1924.3008,33625.125
cell_185,4,16739.252,39410.03
cell_1595,4,15402.288,40953.066
cell_6537,4,5218.601,24883.25
cell_3207,2,14903.042,1559.1866
cell_1355,4,18035.898,7500.5723
cell_2109,4,12952.919,33103.402
cell_1447,4,18432.025,2987.2312
cell_3410,4,11554.009,43065.574
cell_3896,4,9819.003,34173.19
cell_2146,4,16671.783,26593.71
cell_3734,4,9229.218,37114.965
cell_286,4,17959.736,37292.42
cell_3343,2,8987.442,43606.152
cell_3932,4,8890.506,33163.008
cell_1343,2,18289.967,10132.042
cell_1472,2,18103.414,5015.124
cell_1540,4,16736.176,3934.891
cell_1484,4,17870.182,6755.972
cell_1342,2,18320.227,8773.221
cell_1164,4,18702.312,10593.046
cell_3661,4,10727.732,35004.387
cell_3382,4,12498.276,40500.527
cell_1616,4,14671.963,41708.082
cell_5701,4,3300.3923,47234.715
cell_1335,4,18418.79,9799.268
cell_1457,4,18271.02,6422.2305
cell_1476,4,18077.629,2540.5923
cell_4736,4,7774.062,40543.164
cell_4518,4,9296.089,44520.688
cell_4874,1,4660.8105,40080.973
cell_1450,4,18331.176,2308.7922
cell_3770,4,12952.919,33103.402
cell_4622,4,6216.583,43699.543
cell_3102,4,16736.176,3934.891
cell_6170,3,1925.9382,36950.844
cell_4751,4,7434.7563,42741.258
cell_1326,4,18541.63,8263.852
cell_1633,4,14383.185,39245.223
cell_1778,2,15119.2705,35957.21
cell_143,4,20715.22,32998.457
cell_4541,4,8620.338,43948.793
cell_348,4,21207.125,34001.062
cell_5849,1,4660.8105,40080.973
cell_1331,4,18484.707,8961.638
cell_5591,4,3933.2456,47350.043
cell_5165,4,7309.4355,33950.508
cell_4545,4,8609.603,44049.875
cell_6552,2,4219.547,26194.146
cell_1512,2,17308.207,4144.298
cell_1480,2,18001.166,4801.262
cell_4929,4,8196.826,36530.38
cell_1470,4,18133.82,6589.703
cell_248,4,19198.344,36993.184
cell_5081,4,8890.506,33163.008
cell_2201,4,15222.367,27213.918
cell_368,4,20715.22,32998.457
cell_83,4,21943.719,32457.557
cell_1576,4,16739.252,39410.03
cell_3857,4,10763.962,33039.902
cell_7052,2,974.759,41710.664
cell_3807,4,12295.185,33603.19
cell_5911,4,3430.0967,39805.58
cell_3726,4,9421.256,37383.1
cell_4744,2,7554.777,41261.773
cell_3324,2,9820.576,43254.203
cell_3618,2,11722.646,36094.94
cell_4280,2,8858.514,24221.85
cell_5752,4,2254.6003,42605.88
cell_2767,2,13426.658,15601.484
cell_1973,2,15994.981,32205.848
cell_3669,4,10486.251,36190.86
cell_5725,4,2788.6243,44387.062
cell_2161,4,16302.456,30776.717
cell_186,2,21289.307,37350.695
cell_2039,4,14661.25,31277.992
cell_2167,4,16107.445,27708.684
cell_6484,2,3733.6816,27454.842
cell_2304,2,12802.62,28749.693
cell_2771,2,13282.75,15749.266
cell_7812,2,1302.3802,30027.541
cell_679,2,18126.086,29285.205
cell_3755,4,8682.047,36579.73
cell_4794,4,6526.118,39645.375
cell_4678,2,9083.098,40073.098
cell_1394,2,20313.117,5009.063
cell_5163,4,7419.1216,34161.1
cell_5501,2,6937.5664,23754.453
cell_4928,4,8211.311,37458.54
cell_606,4,20080.766,29173.955
cell_3114,2,16505.422,4790.3955
cell_4047,2,11046.8955,28445.76
cell_2581,2,16329.266,21364.31
cell_643,4,19086.84,27659.484
cell_5558,2,9100.513,21977.303
cell_719,4,17037.893,27567.793
cell_4909,4,8603.168,37620.906
cell_6094,4,4118.3486,38153.41
cell_5480,2,8001.3657,24202.139
cell_321,2,17197.574,34648.523
cell_5963,4,2306.1606,39254.332
cell_2133,4,17037.893,27567.793
cell_7066,4,586.9588,40807.89
cell_3368,4,12976.605,39016.047
cell_1807,2,14582.814,35428.562
cell_2089,2,13481.92,31077.854
cell_5507,2,6798.0957,25113.658
cell_617,4,19815.36,27580.828
cell_3515,2,9083.098,40073.098
cell_6034,2,974.759,41710.664
cell_493,4,18324.15,31738.043
cell_6483,2,3774.6284,27554.768
cell_545,4,17348.12,33066.38
cell_3970,2,12802.62,28749.693
cell_1527,2,16942.572,3415.083
cell_7373,4,196.46155,39109.543
cell_1300,2,19304.203,10221.354
cell_2131,4,17225.293,29087.09
cell_601,2,20223.38,31021.137
cell_5491,2,7613.5635,25072.97
cell_4796,4,6486.413,40591.305
cell_4800,2,6391.833,41168.082
cell_6005,4,1553.6937,42085.625
cell_1915,2,17264.287,31776.86
cell_2057,4,14154.059,31419.959
cell_5024,2,5777.1377,38413.582
cell_604,2,20095.963,30865.383
cell_5458,2,8858.514,24221.85
cell_4904,4,8681.981,36579.75
cell_2016,4,15188.626,32984.387
cell_5940,4,2758.43,39627.3
cell_670,2,18258.453,29424.361
cell_3088,2,16942.572,3415.083
cell_3677,2,10372.943,35509.83
cell_4386,2,9100.513,21977.303
cell_717,4,17225.293,29087.09
cell_431,2,19611.424,31899.998
cell_3386,4,12187.736,40622.098
cell_2751,2,14365.075,15906.195
cell_5493,2,7517.8843,24987.902
cell_2152,4,16472.781,29087.688
cell_694,4,17775.264,29138.139
cell_4324,2,11481.184,19942.652
cell_457,4,19128.293,31239.854
cell_2766,2,13449.515,17840.758
cell_1972,2,16019.727,32293.488
cell_513,4,17859.547,31633.465
cell_6008,4,1552.2058,41026.516
cell_5933,4,2911.8228,40904.383
cell_2237,4,14283.847,29498.492
cell_550,2,17264.287,31776.86
cell_3862,2,10616.908,31667.115
cell_2196,2,15352.073,29149.062
cell_4123,2,9652.837,26834.828
cell_6188,2,1444.4457,35017.305
cell_4895,2,8865.424,36832.75
cell_678,2,18190.82,29290.729
cell_1796,2,14779.998,37648.3
cell_837,2,16689.936,24793.457
cell_6743,2,565.1594,44763.23
cell_5647,2,4917.5737,43746.69
cell_3911,2,9388.494,32719.855
cell_4612,2,6382.086,43415.344
cell_3487,10,9667.561,42618.16
cell_41,2,21323.078,37337.094
cell_2750,2,14399.923,18897.572
cell_3859,3,10642.305,32347.15
cell_5898,2,3570.7112,41307.01
cell_1518,2,17139.738,4425.3276
cell_3910,2,9397.351,32795.457
cell_7835,2,245.38136,28003.84
cell_3380,2,12573.002,42262.81
cell_3664,1,10697.106,36352.363
cell_5768,2,1768.0239,46082.895
cell_1085,2,16876.262,16501.967
cell_2051,2,14298.551,32285.521
cell_3747,2,8865.424,36832.75
cell_221,3,20036.354,36816.707
cell_5699,2,3327.6968,45803.383
cell_312,1,17365.654,34750.363
cell_4350,2,10638.916,21510.52
cell_3316,4,10383.759,44104.89
cell_805,2,17482.758,26431.146
cell_4319,2,11594.541,20572.664
cell_2714,2,16543.475,17358.492
cell_2226,2,14497.327,30154.96
cell_4348,2,10758.424,21635.268
cell_3168,2,15521.523,5998.0063
cell_3888,2,10007.644,35255.277
cell_4681,2,9097.537,43105.652
cell_3412,2,11538.014,40439.996
cell_189,2,21016.178,36538.12
cell_1402,2,19965.084,4072.3582
cell_7068,2,540.0019,41242.453
cell_3352,2,8785.891,46439.066
cell_4769,2,7009.26,39311.664
cell_4346,2,10909.953,19876.219
cell_1403,2,19931.79,5037.376
cell_4723,2,8034.3994,41615.05
cell_5204,2,6477.2173,35181.027
cell_2338,2,16689.936,24793.457
cell_1033,2,18406.848,16900.383
cell_5119,2,8263.905,32792.87
cell_3208,2,14836.901,2496.711
cell_5824,10,5303.446,41417.168
cell_4950,2,7733.7256,36825.777
cell_5531,2,5523.048,26530.89
cell_2702,2,16876.262,16501.967
cell_5040,2,5192.3135,34710.965
cell_3242,2,14054.172,1803.5355
cell_558,2,17188.3,33024.96
cell_3604,2,11973.813,37317.695
cell_5567,2,8626.677,22483.521
cell_4691,2,8869.469,40329.98
cell_5663,2,4390.921,44895.797
cell_1522,2,17087.137,3351.6235
cell_3191,2,15156.596,141.48222
cell_2001,2,15438.58,32526.768
cell_7822,2,786.27386,28111.15
cell_1636,2,14198.992,40032.023
cell_1,2,21619.752,39606.645
cell_3083,2,17087.137,3351.6235
cell_37,2,21627.955,34892.742
cell_2733,4,15588.248,16230.824
cell_4920,1,8477.508,36887.49
cell_5506,2,6720.1826,25545.83
cell_665,2,18490.553,30751.447
cell_2471,2,14128.403,24750.637
cell_1250,2,20391.51,9442.459
cell_5146,2,7718.381,33785.996
cell_7075,2,330.70044,40993.047
cell_2218,5,14755.059,30418.676
cell_2601,2,15821.583,22917.62
cell_293,2,17935.867,38528.57
cell_781,2,18063.305,23400.07
cell_4661,2,4917.5737,43746.69
cell_1198,2,17699.877,12150.819
cell_7073,2,452.22992,41047.414
cell_4849,10,5303.446,41417.168
cell_1831,2,14077.491,37500.81
cell_203,3,20647.502,36356.176
cell_5685,2,3651.274,44881.652
cell_4847,2,5379.9106,40766.016
cell_585,2,20623.127,30715.094
cell_6314,2,3283.296,34827.918
cell_4934,3,8070.811,36311.562
cell_6113,2,3498.3164,36753.14
cell_44,2,21016.178,36538.12
cell_3528,2,8869.469,40329.98
cell_3079,2,17139.738,4425.3276
cell_4296,2,12847.006,22818.33
cell_3670,2,10480.797,36475.99
cell_1621,2,14557.836,40926.484
cell_7663,2,280.8883,33240.848
cell_4916,2,8535.224,35161.51
cell_6248,4,4782.7485,32399.266
cell_275,3,18469.852,37012.5
cell_87,1,21907.057,33439.207
cell_5007,2,6255.3867,36486.26
cell_3367,3,13011.055,41802.734
cell_298,3,17833.129,37720.27
cell_5020,2,5947.315,36418.117
cell_5238,2,5627.6147,34413.043
cell_1020,2,18728.71,17640.229
cell_7089,1,119.239235,41223.895
cell_5573,2,7913.4746,21865.39
cell_1048,2,18053.254,19237.184
cell_268,2,18577.836,37206.074
cell_258,2,18863.965,34678.652
cell_4830,2,5776.6636,40041.74
cell_5818,2,812.6248,44358.293
cell_2295,2,12889.995,30113.014
cell_2570,2,16635.203,22880.451
cell_899,2,17855.932,22470.37
cell_1591,2,15573.163,39534.92
cell_6525,4,1313.5197,28602.344
cell_5449,2,9176.965,22844.236
cell_4414,2,12891.08,18381.322
cell_4347,2,10931.43,19784.406
cell_1596,3,15372.238,38887.203
cell_137,1,20827.752,31668.723
cell_914,2,17366.86,20721.13
cell_2580,2,16396.594,21051.213
cell_4668,2,4676.0054,46141.97
cell_6524,2,1359.0488,28905.707
cell_2577,2,16457.955,20945.365
cell_202,4,20728.262,37829.367
cell_5232,2,5801.387,31327.26
cell_2291,2,12984.988,30018.014
cell_1435,7,18671.527,3759.0757
cell_2469,4,14200.379,25979.764
cell_969,2,20260.354,15616.004
cell_1713,2,16525.254,38136.168
cell_6522,2,1394.8972,29013.201
cell_1574,4,16756.629,39266.055
cell_2563,9,16867.254,21684.393
cell_3092,2,16915.63,5132.6606
cell_232,3,19739.564,35604.188
cell_379,2,20453.11,34110.656
cell_3398,2,11893.844,42191.215
cell_2517,2,13241.367,24692.12
cell_2294,2,12899.994,30072.645
cell_255,2,18944.117,34745.176
cell_4629,2,5899.5396,45058.504
cell_5763,3,1879.8147,44145.176
cell_4376,2,9442.345,21425.18
cell_5608,2,2419.954,46617.953
cell_6734,2,812.6248,44358.293
cell_3018,2,13695.384,9487.743
cell_4071,6,10722.31,28515.523
cell_6471,2,4096.9434,27891.846
cell_1679,3,17267.16,37240.51
cell_1864,2,13561.105,36884.86
cell_1667,3,13011.055,41802.734
cell_6766,4,22.214214,46329.17
cell_2219,6,14742.985,26665.203
cell_1531,2,16915.63,5132.6606
cell_5340,6,8025.2964,29594.38
cell_6083,2,4469.067,38475.54
cell_2163,2,16178.559,28775.652
cell_214,2,20299.92,36074.992
cell_847,6,20319.986,18893.52
cell_35,2,21664.816,34797.824
cell_227,3,19906.213,36149.883
cell_6249,2,4737.702,33306.633
cell_174,2,17498.902,38609.34
cell_3957,2,12984.988,30018.014
cell_96,2,21689.918,32391.65
cell_3599,4,12152.969,37196.254
cell_57,4,20728.262,37829.367
cell_4002,2,12151.393,29983.393
cell_2791,2,12891.08,18381.322
cell_1042,2,18227.785,16942.9
cell_963,2,20404.861,18199.527
cell_4021,2,11669.958,30050.625
cell_4046,6,11059.574,28003.898
cell_226,2,19934.832,35918.793
cell_4167,2,13241.367,24692.12
cell_1782,2,15049.746,36617.09
cell_2538,2,17316.496,20043.86
cell_1026,2,18560.498,18168.408
cell_5785,2,1430.2562,42589.543
cell_305,3,17575.58,36239.824
cell_1147,7,19105.12,13275.518
cell_276,2,18378.19,37245.652
cell_5278,4,4782.7485,32399.266
cell_943,9,16867.254,21684.393
cell_3961,2,12889.995,30113.014
cell_4096,2,10139.559,28043.703
cell_1333,2,18464.293,9346.935
cell_2243,4,14106.545,28730.29
cell_1433,2,18667.572,4766.0273
cell_688,2,17875.332,28763.244
cell_5960,4,2355.323,41236.812
cell_1584,3,16084.472,39461.84
cell_362,1,20827.752,31668.723
cell_6299,2,3621.7925,31781.49
cell_422,2,19801.182,33753.195
cell_1856,2,13608.763,35608.957
cell_5019,2,5979.78,36554.184
cell_1298,2,19307.953,10682.419
cell_43,2,21139.965,36267.254
cell_251,2,19062.805,37115.59
cell_315,3,17267.16,37240.51
cell_6521,2,1572.5619,28525.707
cell_36,2,21634.89,34705.176
cell_5279,2,4737.702,33306.633
cell_39,3,21515.068,35495.742
cell_5318,2,8470.209,28934.277
cell_2181,2,15745.694,27553.549
cell_1247,2,20481.115,6558.799
cell_5234,4,5792.421,31432.35
cell_188,2,21139.965,36267.254
cell_1324,2,18595.625,9603.067
cell_5787,2,1448.6328,42771.797
cell_5786,2,1418.432,42678.098
cell_63,2,22552.127,34447.027
cell_6108,2,3644.8213,36186.316
cell_1572,2,16909.727,39313.773
cell_3981,4,12601.546,29345.17
cell_2642,2,14289.362,20834.229
cell_1920,2,17204.227,34720.914
cell_2245,4,14061.476,28617.42
cell_3960,2,12899.994,30072.645
cell_1751,2,15632.164,38084.08
cell_131,2,20967.93,33773.03
cell_1452,2,18315.701,4201.9897
cell_846,2,20330.51,19458.643
cell_224,3,19931.203,36930.832
cell_285,2,18103.69,38608.3
cell_356,2,20967.93,33773.03
