x,y,barcode,STAMarker_label,true_label
11851.83,43454.39,cell_3307,1,Pia Layer 1
1335.5299,36207.46,cell_7328,3,Layer 5
18996.977,38691.633,cell_164,1,Layer 2-3 lateral
15492.741,11871.765,cell_2843,3,White matter
6703.53,27688.848,cell_5386,3,White matter
13106.237,20447.455,cell_2670,10,White matter
713.27405,36019.113,cell_7350,6,Layer 5
2430.1938,45660.766,cell_5740,10,Layer 2-3 medial
20022.936,9366.701,cell_1267,10,Internal Capsule Caudoputamen
20275.918,9768.025,cell_1259,1,Internal Capsule Caudoputamen
19882.553,6004.248,cell_1408,1,Internal Capsule Caudoputamen
713.27405,36019.113,cell_6218,6,Layer 5
15936.396,28541.92,cell_2174,5,Layer 5
1359.5039,40071.07,cell_6015,6,Layer 4
12832.136,13389.449,cell_4435,6,White matter
19228.191,7636.379,cell_1301,10,Internal Capsule Caudoputamen
9280.057,42805.496,cell_4672,1,Layer 2-3 medial
5002.1084,38313.703,cell_6058,1,Layer 4
6893.05,31963.344,cell_5185,6,Layer 6
18213.785,2078.7517,cell_1465,10,White matter
4592.1514,34199.652,cell_6254,1,Layer 6
6057.637,32693.977,cell_5219,3,Layer 6
6721.8716,36074.11,cell_4990,6,Layer 5
12942.834,38886.11,cell_3560,6,Layer 2-3 medial
18370.938,7266.5166,cell_1336,10,White matter
19542.518,9308.741,cell_1289,10,Internal Capsule Caudoputamen
13252.638,31563.875,cell_3759,3,Layer 5
1876.4567,36775.746,cell_6174,6,Layer 5
19672.307,7355.9526,cell_1280,10,Internal Capsule Caudoputamen
1496.2668,37761.934,cell_6189,6,Layer 5
19555.535,5931.058,cell_1415,1,Internal Capsule Caudoputamen
20038.49,9072.821,cell_1269,3,Internal Capsule Caudoputamen
33.126083,35980.4,cell_7382,10,Layer 5
19919.322,8767.724,cell_1272,10,Internal Capsule Caudoputamen
2074.549,34267.695,cell_6372,3,Layer 6
20119.643,9696.911,cell_1264,10,Internal Capsule Caudoputamen
14342.004,27532.93,cell_2233,6,Layer 6
0.0,35517.633,cell_7383,3,Layer 6
4082.4478,41511.016,cell_5877,1,Layer 4
19342.502,10949.528,cell_1296,10,Internal Capsule Caudoputamen
19811.113,8519.775,cell_1275,10,Internal Capsule Caudoputamen
1005.46893,44609.62,cell_5806,6,Layer 2-3 medial
1005.46893,44609.62,cell_6722,6,Layer 2-3 medial
9945.458,38609.496,cell_3699,1,Layer 4
10250.76,31080.656,cell_3877,10,Layer 6
19629.732,8809.763,cell_1282,10,Internal Capsule Caudoputamen
15605.381,29312.863,cell_2187,6,Layer 5
5793.366,31554.096,cell_5231,10,Layer 6
18921.941,6466.847,cell_1429,10,Internal Capsule Caudoputamen
19402.303,10034.364,cell_1293,10,Internal Capsule Caudoputamen
16622.707,28840.742,cell_2148,2,Layer 5
17354.088,22968.227,cell_809,8,Layer 6
20199.111,8427.789,cell_1260,10,Internal Capsule Caudoputamen
20204.854,6197.48,cell_1399,10,Internal Capsule Caudoputamen
12499.736,37853.36,cell_3583,10,Layer 2-3 medial
13681.238,30562.45,cell_2076,10,Layer 6
12358.727,33802.633,cell_3803,6,Layer 4
20201.596,9179.311,cell_1257,10,Internal Capsule Caudoputamen
3823.7903,45174.426,cell_5681,6,Layer 2-3 medial
11423.317,28857.232,cell_4031,6,Layer 6
20054.262,10376.164,cell_1268,10,Internal Capsule Caudoputamen
17566.225,25440.639,cell_800,6,Layer 6
10956.4375,30242.676,cell_4055,10,Layer 6
19067.918,8276.797,cell_1308,10,Internal Capsule Caudoputamen
13252.638,31563.875,cell_2098,3,Layer 5
19291.75,5667.302,cell_1421,10,Internal Capsule Caudoputamen
9476.432,33206.04,cell_3908,10,Layer 5
12824.214,1349.5116,cell_3294,1,White matter
18700.422,8429.122,cell_1320,10,Internal Capsule Caudoputamen
9297.872,31276.361,cell_3915,10,Layer 6
19369.684,7812.3433,cell_1295,10,Internal Capsule Caudoputamen
12436.039,28826.895,cell_3987,6,Layer 6
6079.792,45397.38,cell_4625,10,Layer 2-3 medial
403.26102,37426.566,cell_7363,10,Layer 5
19783.777,5078.5127,cell_1410,10,White matter
7546.69,32467.377,cell_5155,10,Layer 6
7782.165,38885.55,cell_4735,7,Layer 4
18300.82,3083.758,cell_1451,10,White matter
4703.824,37976.816,cell_6071,6,Layer 4
4707.203,37976.45,cell_5061,6,Layer 4
566.95386,34516.676,cell_7653,6,Layer 6
10346.143,33854.676,cell_3874,3,Layer 5
13418.468,26219.43,cell_2509,10,Layer 6
1490.3859,36297.074,cell_6187,10,Layer 5
6559.0635,26013.025,cell_5513,0,Hippocampus
16953.385,27901.146,cell_723,6,Layer 5
3987.314,38306.87,cell_6097,6,Layer 4
6408.2803,42995.062,cell_4613,3,Layer 2-3 medial
9782.971,38868.676,cell_3706,6,Layer 4
4076.8535,44235.125,cell_5670,6,Layer 2-3 medial
9069.073,23565.637,cell_5452,6,Hippocampus
4714.2046,32037.76,cell_5281,6,Layer 6
11514.525,27171.254,cell_4218,3,Layer 6
20809.416,34629.094,cell_56,6,Layer 2-3 lateral
16081.239,26744.701,cell_2169,6,Layer 6
999.70294,29178.139,cell_6531,6,Hippocampus
1681.8689,37321.688,cell_6181,3,Layer 5
18842.424,26948.404,cell_655,6,Layer 4
18586.986,22602.205,cell_868,6,Layer 6
7461.8384,42949.105,cell_4748,6,Layer 2-3 medial
1040.1134,44720.305,cell_6720,6,Layer 2-3 medial
5883.7695,44115.83,cell_4630,1,Layer 2-3 medial
14093.564,31575.938,cell_2061,6,Layer 4
11504.594,19746.52,cell_4323,7,Hippocampus
2076.0579,29081.854,cell_6513,6,Hippocampus
3919.7039,33218.355,cell_6288,6,Layer 6
3987.559,38428.23,cell_6096,6,Layer 4
19380.238,37035.45,cell_243,3,Layer 2-3 lateral
2402.8206,32537.586,cell_6353,8,Layer 6
13250.991,11058.384,cell_4449,6,White matter
17700.521,27421.71,cell_697,6,Layer 4
21814.61,31436.367,cell_89,6,Layer 4
2559.703,34706.434,cell_6153,6,Layer 6
8338.296,33181.684,cell_5113,6,Layer 5
3413.475,44882.664,cell_5696,3,Layer 2-3 medial
12707.157,31244.791,cell_2123,6,Layer 5
6999.6406,42640.543,cell_4768,3,Layer 2-3 medial
10009.912,25219.834,cell_4252,3,White matter
10275.357,42544.152,cell_3462,3,Layer 2-3 medial
13394.419,25294.979,cell_2510,6,Layer 6
12686.526,37851.652,cell_3574,3,Layer 2-3 medial
4725.7812,28022.336,cell_6456,3,Hippocampus
11262.31,28885.95,cell_4035,6,Layer 6
3341.6174,45266.32,cell_5698,6,Layer 2-3 medial
7867.0425,25857.285,cell_5488,6,Hippocampus
6769.721,43848.5,cell_4596,3,Layer 2-3 medial
1397.7092,34630.547,cell_6193,3,Layer 6
4709.1187,32040.838,cell_6251,6,Layer 6
3376.9543,28725.084,cell_6490,6,Hippocampus
7428.325,39071.723,cell_4752,6,Layer 4
1040.1134,44720.305,cell_5804,6,Layer 2-3 medial
1326.0262,46286.742,cell_5793,6,Layer 2-3 medial
3138.908,28701.422,cell_6496,6,Hippocampus
13874.817,29543.25,cell_2253,3,Layer 6
12688.647,37851.45,cell_1906,3,Layer 2-3 medial
4714.7627,35892.2,cell_5057,1,Layer 5
14593.221,27587.777,cell_2224,6,Layer 6
15109.28,29349.633,cell_2208,6,Layer 5
13158.97,28998.332,cell_2282,6,Layer 6
20369.152,34804.9,cell_212,3,Layer 2-3 lateral
6784.786,43194.418,cell_4782,3,Layer 2-3 medial
17712.557,2726.3025,cell_1495,6,White matter
4725.7812,28022.336,cell_5444,3,Hippocampus
14728.688,24068.613,cell_2443,3,Layer 6
1120.4294,29299.309,cell_6529,6,Hippocampus
19324.54,29058.45,cell_634,6,Layer 4
9262.868,23873.44,cell_4270,3,Hippocampus
1069.8601,33922.79,cell_6422,6,Layer 6
17110.016,24259.633,cell_818,6,Layer 6
1674.0305,35120.277,cell_6182,6,Layer 6
3115.2886,38974.906,cell_5923,3,Layer 4
11364.418,27965.729,cell_4032,6,Layer 6
8840.778,22137.55,cell_5564,3,Hippocampus
13009.197,17241.535,cell_4407,6,Hippocampus
8980.437,36108.176,cell_4893,6,Layer 4
2404.3127,30483.617,cell_6508,3,White matter
9069.073,23565.637,cell_4274,6,Hippocampus
1902.6552,34609.055,cell_6172,6,Layer 6
9730.186,38727.21,cell_3707,6,Layer 4
1354.742,45180.414,cell_5794,6,Layer 2-3 medial
12597.898,22228.85,cell_4300,3,White matter
11387.633,42008.16,cell_3422,6,Layer 2-3 lateral
14040.651,16092.473,cell_2753,3,Hippocampus
2120.4897,31900.719,cell_6369,3,Layer 6
14244.622,25960.488,cell_2467,1,Layer 6
13158.97,28998.332,cell_3948,6,Layer 6
12871.181,11013.2705,cell_4432,3,White matter
19211.475,16561.748,cell_1006,6,White matter
20224.883,26274.324,cell_736,3,Layer 4
17732.723,35995.297,cell_301,6,Layer 2-3 lateral
2593.305,39755.312,cell_5947,1,Layer 4
20534.266,19285.033,cell_842,6,Layer 6
13305.621,25389.656,cell_4166,1,Layer 6
9262.868,23873.44,cell_5448,3,Hippocampus
5814.467,34178.484,cell_5233,3,Layer 6
1848.6394,28792.592,cell_6517,6,Hippocampus
4788.3555,35828.406,cell_6067,6,Layer 5
8980.437,36108.176,cell_3745,6,Layer 4
9642.068,35246.29,cell_3713,3,Layer 5
3277.6106,34331.707,cell_6315,6,Layer 6
15292.1,16553.477,cell_2739,6,White matter
6326.037,29713.389,cell_5403,1,White matter
10933.273,22297.361,cell_4343,6,Hippocampus
8341.233,33050.066,cell_5112,6,Layer 5
1069.8601,33922.79,cell_7632,6,Layer 6
13865.051,11927.1,cell_2859,6,White matter
16575.57,3477.2998,cell_3110,6,Ventricle
7935.7686,31443.377,cell_5136,6,Layer 6
11461.887,30994.453,cell_3834,6,Layer 6
3253.9158,43303.734,cell_5703,6,Layer 2-3 medial
674.46423,32493.916,cell_7648,6,White matter
14130.984,25994.342,cell_2472,6,Layer 6
19112.053,16694.03,cell_1009,7,White matter
13660.411,31179.965,cell_2264,6,Layer 5
148.63739,27985.621,cell_7837,1,Hippocampus
9918.993,25432.502,cell_4253,3,White matter
14918.928,29172.678,cell_2215,6,Layer 5
13000.582,677.6788,cell_4491,6,White matter
17557.43,28216.645,cell_706,3,Layer 5
19766.828,28982.137,cell_621,3,Layer 4
7448.4062,39171.168,cell_4750,6,Layer 4
14691.603,25148.818,cell_2444,3,Layer 6
7785.526,35843.95,cell_4945,1,Layer 5
16953.385,27901.146,cell_2137,6,Layer 5
8840.778,22137.55,cell_4392,3,Hippocampus
18403.572,32749.145,cell_487,6,Layer 4
17831.16,27578.846,cell_690,3,Layer 4
5467.099,42176.312,cell_4843,3,Layer 2-3 medial
15757.033,36074.61,cell_1745,6,Layer 3-4
18079.129,17272.076,cell_1046,3,White matter
1404.9232,46265.234,cell_5790,6,Layer 2-3 medial
10343.943,24818.52,cell_4243,6,White matter
13009.197,17241.535,cell_2784,6,Hippocampus
11595.572,27381.812,cell_4020,3,Layer 6
9940.236,41618.152,cell_3478,3,Layer 2-3 medial
6717.432,26922.85,cell_5508,6,Hippocampus
13546.647,37090.875,cell_1863,3,Layer 3-4
13864.639,26333.06,cell_2489,3,Layer 6
13000.582,677.6788,cell_3281,6,White matter
19076.111,19322.066,cell_860,2,Layer 6
19740.785,19190.586,cell_852,1,Layer 6
12643.832,36160.4,cell_3576,3,Layer 4
9917.385,34735.402,cell_3702,3,Layer 5
9182.083,36792.92,cell_3735,9,Layer 4
6733.847,45451.406,cell_4599,5,Layer 2-3 medial
4768.166,42216.656,cell_5845,1,Layer 2-3 medial
2482.373,42636.246,cell_5738,10,Layer 2-3 medial
14098.803,27973.352,cell_2242,8,Layer 6
15814.601,41593.188,cell_1588,10,Pia Layer 1
9182.083,36792.92,cell_4883,9,Layer 4
3890.5876,33395.574,cell_6289,6,Layer 6
4768.166,42216.656,cell_4870,1,Layer 2-3 medial
14770.124,14554.604,cell_2852,7,White matter
3594.9075,45932.74,cell_5688,5,Layer 2-3 medial
944.8218,35969.69,cell_7341,9,Layer 5
12956.967,16739.578,cell_2787,0,Hippocampus
4879.392,42357.33,cell_4866,10,Layer 2-3 medial
12027.715,29094.18,cell_4006,5,Layer 6
2289.3481,35153.152,cell_6161,8,Layer 6
16738.242,15098.057,cell_1091,5,White matter
19564.166,19118.078,cell_856,2,Layer 6
14287.84,24951.408,cell_2462,1,Layer 6
13147.711,27031.535,cell_2520,8,Layer 6
12653.372,36154.934,cell_1908,3,Layer 4
19976.965,19460.951,cell_850,2,Layer 6
22447.22,34810.543,cell_16,0,Layer 2-3 lateral
12164.019,37025.617,cell_3597,0,Layer 3-4
4645.327,43437.805,cell_4667,5,Layer 2-3 medial
8631.658,30252.07,cell_5310,3,Layer 6
13672.683,27715.32,cell_2258,1,Layer 6
4879.392,42357.33,cell_5841,10,Layer 2-3 medial
12956.967,16739.578,cell_4410,0,Hippocampus
14013.533,36418.855,cell_1835,4,Layer 3-4
14267.285,11515.604,cell_2857,5,White matter
9798.185,28811.61,cell_4115,2,Layer 6
20587.146,10250.297,cell_1241,10,Internal Capsule Caudoputamen
2519.607,42806.008,cell_5735,10,Layer 2-3 medial
14608.543,41529.367,cell_1619,1,Layer 2-3 lateral
6620.696,44859.23,cell_4602,1,Layer 2-3 medial
10836.047,28158.049,cell_4065,1,Layer 6
12659.339,31394.96,cell_2122,3,Layer 5
944.8218,35969.69,cell_6209,9,Layer 5
9110.906,35106.22,cell_3737,2,Layer 5
7424.274,45067.11,cell_4574,10,Layer 2-3 medial
16408.662,37988.79,cell_1715,10,Layer 2-3 lateral
9296.089,44520.688,cell_3334,10,Layer 2-3 medial
6967.9385,37080.168,cell_4979,1,Layer 4
18261.396,6063.0913,cell_1455,10,White matter
779.2849,39530.285,cell_6042,10,Layer 4
7789.641,38998.613,cell_4733,7,Layer 4
9112.43,32896.08,cell_5071,3,Layer 5
9016.357,35422.2,cell_3742,3,Layer 5
4177.5566,36961.797,cell_6091,1,Layer 5
8106.3047,33753.426,cell_5127,3,Layer 5
18101.938,5295.2437,cell_1473,10,White matter
5213.6333,24880.783,cell_5540,10,Hippocampus
17308.207,4144.298,cell_3073,8,White matter
19053.992,7836.8457,cell_1309,10,Internal Capsule Caudoputamen
18377.41,8201.211,cell_1337,10,Internal Capsule Caudoputamen
21207.125,34001.062,cell_123,10,Layer 2-3 lateral
104.536255,48290.234,cell_6605,1,Pia Layer 1
9112.43,32896.08,cell_3922,3,Layer 5
17733.965,4380.25,cell_1494,10,White matter
18178.291,7214.8413,cell_1347,10,White matter
18120.703,8270.88,cell_1352,10,Internal Capsule Caudoputamen
18360.287,10473.912,cell_1338,10,Internal Capsule Caudoputamen
8987.442,43606.152,cell_4527,0,Layer 2-3 medial
10006.489,40853.016,cell_3470,5,Layer 2-3 medial
9229.218,37114.965,cell_4882,9,Layer 4
21954.188,35912.527,cell_29,6,Layer 2-3 lateral
18542.889,8600.805,cell_1328,10,Internal Capsule Caudoputamen
779.2849,39530.285,cell_7060,10,Layer 4
13550.94,39067.164,cell_1653,1,Layer 2-3 medial
7910.943,32099.846,cell_5137,5,Layer 6
18091.137,8127.9746,cell_1353,10,Internal Capsule Caudoputamen
20177.963,10562.407,cell_1111,3,Internal Capsule Caudoputamen
5419.4404,35278.168,cell_5031,5,Layer 5
1924.3008,33625.125,cell_6381,7,Layer 6
16739.252,39410.03,cell_185,10,Layer 2-3 lateral
15402.288,40953.066,cell_1595,8,Layer 2-3 lateral
5218.601,24883.25,cell_6537,10,Hippocampus
14903.042,1559.1866,cell_3207,2,Ventricle
18035.898,7500.5723,cell_1355,10,Internal Capsule Caudoputamen
12952.919,33103.402,cell_2109,6,Layer 4
18432.025,2987.2312,cell_1447,1,White matter
11554.009,43065.574,cell_3410,3,Pia Layer 1
9819.003,34173.19,cell_3896,3,Layer 5
16671.783,26593.71,cell_2146,3,Layer 6
9229.218,37114.965,cell_3734,9,Layer 4
17959.736,37292.42,cell_286,10,Layer 2-3 lateral
8987.442,43606.152,cell_3343,1,Layer 2-3 medial
8890.506,33163.008,cell_3932,1,Layer 5
18289.967,10132.042,cell_1343,8,Internal Capsule Caudoputamen
18103.414,5015.124,cell_1472,10,White matter
16736.176,3934.891,cell_1540,8,Ventricle
17870.182,6755.972,cell_1484,10,White matter
18320.227,8773.221,cell_1342,5,Internal Capsule Caudoputamen
18702.312,10593.046,cell_1164,10,Internal Capsule Caudoputamen
10727.732,35004.387,cell_3661,1,Layer 5
12498.276,40500.527,cell_3382,6,Layer 2-3 medial
14671.963,41708.082,cell_1616,10,Pia Layer 1
3300.3923,47234.715,cell_5701,1,Pia Layer 1
18418.79,9799.268,cell_1335,10,Internal Capsule Caudoputamen
18271.02,6422.2305,cell_1457,5,White matter
18077.629,2540.5923,cell_1476,3,White matter
7774.062,40543.164,cell_4736,10,Layer 2-3 medial
9296.089,44520.688,cell_4518,10,Layer 2-3 medial
4660.8105,40080.973,cell_4874,0,Layer 4
18331.176,2308.7922,cell_1450,10,White matter
12952.919,33103.402,cell_3770,6,Layer 4
6216.583,43699.543,cell_4622,3,Layer 2-3 medial
16736.176,3934.891,cell_3102,8,Ventricle
1925.9382,36950.844,cell_6170,1,Layer 5
7434.7563,42741.258,cell_4751,3,Layer 2-3 medial
18541.63,8263.852,cell_1326,10,Internal Capsule Caudoputamen
14383.185,39245.223,cell_1633,6,Layer 2-3 medial
15119.2705,35957.21,cell_1778,0,Layer 4
20715.22,32998.457,cell_143,10,Layer 4
8620.338,43948.793,cell_4541,10,Layer 2-3 medial
21207.125,34001.062,cell_348,10,Layer 2-3 lateral
4660.8105,40080.973,cell_5849,0,Layer 4
18484.707,8961.638,cell_1331,10,Internal Capsule Caudoputamen
3933.2456,47350.043,cell_5591,5,Pia Layer 1
7309.4355,33950.508,cell_5165,5,Layer 6
8609.603,44049.875,cell_4545,10,Layer 2-3 medial
4219.547,26194.146,cell_6552,2,Hippocampus
17308.207,4144.298,cell_1512,8,White matter
18001.166,4801.262,cell_1480,7,White matter
8196.826,36530.38,cell_4929,3,Layer 4
18133.82,6589.703,cell_1470,10,White matter
19198.344,36993.184,cell_248,7,Layer 2-3 lateral
8890.506,33163.008,cell_5081,1,Layer 5
15222.367,27213.918,cell_2201,3,Layer 6
20715.22,32998.457,cell_368,10,Layer 4
21943.719,32457.557,cell_83,3,Layer 4
16739.252,39410.03,cell_1576,10,Layer 2-3 lateral
10763.962,33039.902,cell_3857,6,Layer 5
974.759,41710.664,cell_7052,10,Layer 4
12295.185,33603.19,cell_3807,10,Layer 4
3430.0967,39805.58,cell_5911,6,Layer 4
9421.256,37383.1,cell_3726,6,Layer 4
7554.777,41261.773,cell_4744,10,Layer 2-3 medial
9820.576,43254.203,cell_3324,3,Layer 2-3 medial
11722.646,36094.94,cell_3618,10,Layer 4
8858.514,24221.85,cell_4280,6,Hippocampus
2254.6003,42605.88,cell_5752,1,Layer 2-3 medial
13426.658,15601.484,cell_2767,10,Hippocampus
15994.981,32205.848,cell_1973,10,Layer 4
10486.251,36190.86,cell_3669,6,Layer 4
2788.6243,44387.062,cell_5725,6,Layer 2-3 medial
16302.456,30776.717,cell_2161,3,Layer 4
21289.307,37350.695,cell_186,1,Pia Layer 1
14661.25,31277.992,cell_2039,6,Layer 5
16107.445,27708.684,cell_2167,6,Layer 6
3733.6816,27454.842,cell_6484,6,Hippocampus
12802.62,28749.693,cell_2304,1,Layer 6
13282.75,15749.266,cell_2771,10,Hippocampus
1302.3802,30027.541,cell_7812,1,Hippocampus
18126.086,29285.205,cell_679,10,Layer 4
8682.047,36579.73,cell_3755,7,Layer 4
6526.118,39645.375,cell_4794,10,Layer 4
9083.098,40073.098,cell_4678,10,Layer 2-3 medial
20313.117,5009.063,cell_1394,10,White matter
7419.1216,34161.1,cell_5163,3,Layer 6
6937.5664,23754.453,cell_5501,6,Hippocampus
8211.311,37458.54,cell_4928,10,Layer 4
20080.766,29173.955,cell_606,10,Layer 4
16505.422,4790.3955,cell_3114,10,Ventricle
11046.8955,28445.76,cell_4047,10,Layer 6
16329.266,21364.31,cell_2581,1,Layer 6
19086.84,27659.484,cell_643,6,Layer 4
9100.513,21977.303,cell_5558,6,Hippocampus
17037.893,27567.793,cell_719,6,Layer 5
8603.168,37620.906,cell_4909,1,Layer 4
4118.3486,38153.41,cell_6094,6,Layer 4
8001.3657,24202.139,cell_5480,0,Hippocampus
17197.574,34648.523,cell_321,10,Layer 3-4
2306.1606,39254.332,cell_5963,6,Layer 4
17037.893,27567.793,cell_2133,6,Layer 5
586.9588,40807.89,cell_7066,6,Layer 4
12976.605,39016.047,cell_3368,6,Layer 2-3 medial
14582.814,35428.562,cell_1807,1,Layer 4
13481.92,31077.854,cell_2089,6,Layer 5
6798.0957,25113.658,cell_5507,3,Hippocampus
19815.36,27580.828,cell_617,3,Layer 4
9083.098,40073.098,cell_3515,10,Layer 2-3 medial
974.759,41710.664,cell_6034,10,Layer 4
18324.15,31738.043,cell_493,6,Layer 4
3774.6284,27554.768,cell_6483,6,Hippocampus
17348.12,33066.38,cell_545,10,Layer 4
12802.62,28749.693,cell_3970,1,Layer 6
16942.572,3415.083,cell_1527,10,White matter
196.46155,39109.543,cell_7373,6,Layer 4
19304.203,10221.354,cell_1300,10,Internal Capsule Caudoputamen
17225.293,29087.09,cell_2131,6,Layer 5
20223.38,31021.137,cell_601,3,Layer 4
7613.5635,25072.97,cell_5491,10,Hippocampus
6486.413,40591.305,cell_4796,6,Layer 4
6391.833,41168.082,cell_4800,10,Layer 2-3 medial
1553.6937,42085.625,cell_6005,10,Layer 4
17264.287,31776.86,cell_1915,1,Layer 4
14154.059,31419.959,cell_2057,3,Layer 5
5777.1377,38413.582,cell_5024,5,Layer 4
20095.963,30865.383,cell_604,3,Layer 4
8858.514,24221.85,cell_5458,6,Hippocampus
8681.981,36579.75,cell_4904,7,Layer 4
15188.626,32984.387,cell_2016,6,Layer 4
2758.43,39627.3,cell_5940,3,Layer 4
18258.453,29424.361,cell_670,10,Layer 4
16942.572,3415.083,cell_3088,10,White matter
10372.943,35509.83,cell_3677,10,Layer 4
9100.513,21977.303,cell_4386,6,Hippocampus
17225.293,29087.09,cell_717,6,Layer 5
19611.424,31899.998,cell_431,3,Layer 4
12187.736,40622.098,cell_3386,6,Layer 2-3 medial
14365.075,15906.195,cell_2751,10,Hippocampus
7517.8843,24987.902,cell_5493,10,Hippocampus
16472.781,29087.688,cell_2152,6,Layer 5
17775.264,29138.139,cell_694,6,Layer 4
11481.184,19942.652,cell_4324,5,Hippocampus
19128.293,31239.854,cell_457,6,Layer 4
13449.515,17840.758,cell_2766,10,Hippocampus
16019.727,32293.488,cell_1972,10,Layer 4
17859.547,31633.465,cell_513,6,Layer 4
1552.2058,41026.516,cell_6008,6,Layer 4
2911.8228,40904.383,cell_5933,10,Layer 4
14283.847,29498.492,cell_2237,6,Layer 6
17264.287,31776.86,cell_550,1,Layer 4
10616.908,31667.115,cell_3862,3,Layer 6
15352.073,29149.062,cell_2196,1,Layer 5
