x,y,barcode,STAMarker_label,true_label
1650.77138671875,943.067218017578,aaaaaahb-1,0,
1644.0124755859374,960.444696044922,aaaaaahc-1,0,
1652.9081115722656,932.2419616699218,aaaaaahd-1,0,
1647.18212890625,955.3255004882812,aaaaaahe-1,0,
1464.8732116699218,866.2040069580078,aaaaaahf-1,0,
1651.8492431640625,913.3916137695312,aaaaaahg-1,0,
1647.5535888671875,879.7456420898437,aaaaaahh-1,0,
1658.4007385253906,906.3749633789064,aaaaaahi-1,0,
1655.9734863281249,897.7371704101562,aaaaaahj-1,0,
1646.9846740722655,873.076171875,aaaaaahk-1,0,
1654.6693298339844,923.729718017578,aaaaaahl-1,0,
1614.8107421875,862.4242980957031,aaaaaahm-1,0,
1485.8374572753903,841.4611938476562,aaaaaahn-1,0,
1659.6874633789062,915.1459838867188,aaaaaaho-1,0,
1653.9621032714842,948.8175842285156,aaaaaahp-1,0,
1653.5623168945312,884.8079772949219,aaaaaaia-1,0,
1651.396954345703,966.5026062011718,aaaaaaib-1,0,
1658.2898193359374,959.581622314453,aaaaaaic-1,0,
1663.6423706054686,919.5820251464844,aaaaaaid-1,0,
1661.2000732421875,930.7203247070312,aaaaaaie-1,0,
1653.4627075195312,873.3262329101562,aaaaaaif-1,0,
1576.846807861328,867.7310913085937,aaaaaaig-1,0,
1662.5578735351562,952.494207763672,aaaaaaih-1,0,
1661.6795471191406,943.3061767578124,aaaaaaii-1,0,
1534.475054931641,856.3066741943359,aaaaaaij-1,0,
1669.477716064453,922.184112548828,aaaaaaik-1,0,
1663.0294616699218,886.7982971191406,aaaaaail-1,0,
1667.997686767578,940.1234497070312,aaaaaaim-1,0,
1668.4516357421874,931.4098083496092,aaaaaain-1,0,
1603.131231689453,851.3050384521484,aaaaaaio-1,0,
1670.872247314453,886.5943054199219,aaaaaaip-1,0,
1671.8734252929687,898.9739868164062,aaaaaaja-1,0,
1563.5691894531249,847.1808990478515,aaaaaajb-1,0,
1419.2815856933594,853.8934814453124,aaaaaajc-1,0,
1613.2803894042968,851.2744812011719,aaaaaajd-1,0,
1618.5531494140623,844.7811431884766,aaaaaaje-1,0,
1592.94814453125,866.0810516357421,aaaaaajf-1,0,
1023.7417846679688,1687.390179443359,aaaaaajg-1,5,
1638.3826782226563,1712.377813720703,aaaaaajh-1,5,
1140.5236083984375,1706.8266662597655,aaaaaaji-1,3,Large Airway
907.3549743652344,1693.9778869628906,aaaaaajj-1,5,
1009.8181579589844,1696.490948486328,aaaaaajk-1,5,
915.9662048339844,1693.6692016601562,aaaaaajl-1,5,
1367.4529602050782,1699.36416015625,aaaaaajm-1,1,
1004.4319885253906,1689.4778259277343,aaaaaajn-1,5,
1005.333349609375,1713.7846923828124,aaaaaajo-1,5,
1397.705987548828,1680.1192138671877,aaaaaajp-1,1,
1597.1223999023437,1694.2937316894531,aaaaaaka-1,3,Large Airway
1170.632409667969,1689.4200317382813,aaaaaakb-1,4,Large Airway
984.4663269042968,1710.7452575683594,aaaaaakd-1,5,
1071.9064453125,1710.0520385742186,aaaaaake-1,5,
1162.1054321289062,1710.4390625,aaaaaakf-1,4,Large Airway
1365.1411926269532,1712.9260803222655,aaaaaakg-1,1,
1148.7685668945312,1706.1678955078123,aaaaaakh-1,4,Large Airway
1371.630743408203,1695.6124145507813,aaaaaakj-1,1,
1348.179376220703,1701.8396606445312,aaaaaakk-1,1,
1152.8301391601562,1720.160314941406,aaaaaakl-1,4,Large Airway
1244.625469970703,1701.072979736328,aaaaaakm-1,1,Large Airway
1112.1423034667969,1707.697003173828,aaaaaakn-1,0,Large Airway
1399.7586669921875,1696.5132568359377,aaaaaako-1,1,
993.8947692871094,1688.1668212890625,aaaaaakp-1,5,
1019.0533996582031,1696.113366699219,aaaaaala-1,5,
1345.8126159667968,1709.3753173828125,aaaaaalb-1,1,
993.1658569335938,1700.902606201172,aaaaaalc-1,5,
1263.173358154297,1697.685015869141,aaaaaald-1,1,
1103.6007995605469,1697.1555297851562,aaaaaale-1,0,
1079.9146240234377,1691.772265625,aaaaaalg-1,5,
884.3317199707031,1710.2641235351562,aaaaaalh-1,5,
1167.303692626953,1695.9371826171875,aaaaaali-1,4,Large Airway
1287.5138427734375,1710.2836303710938,aaaaaalj-1,1,
1152.1851684570313,1698.1557739257812,aaaaaall-1,4,Large Airway
1137.333203125,1711.0000915527344,aaaaaalm-1,4,Large Airway
1277.6854064941406,1699.254278564453,aaaaaaln-1,1,
1355.451171875,1695.2243530273438,aaaaaalo-1,1,
953.3233520507812,1700.993603515625,aaaaaalp-1,0,
1125.4175354003903,1696.4350219726562,aaaaaamb-1,3,Large Airway
1128.6510009765625,1707.5027648925782,aaaaaamc-1,3,Large Airway
1333.16357421875,1708.215802001953,aaaaaamd-1,1,
1155.582470703125,1694.5315490722655,aaaaaamf-1,4,Large Airway
898.0627685546875,1683.8731384277344,aaaaaamg-1,5,
889.182696533203,1690.8346923828124,aaaaaamh-1,5,
873.9016845703125,1691.7391662597656,aaaaaami-1,5,
887.6644836425781,1697.3601440429686,aaaaaamj-1,5,
851.4059967041015,1688.849871826172,aaaaaamk-1,5,
841.930239868164,1686.311492919922,aaaaaaml-1,5,
894.8893798828125,1707.1804870605467,aaaaaamm-1,5,
1140.0320983886718,1692.6256896972657,aaaaaamn-1,4,Large Airway
977.8442749023436,1693.5102416992188,aaaaaamo-1,0,
897.3778503417968,1690.6263427734375,aaaaaamp-1,5,
834.5934387207031,1701.3661010742187,aaaaaana-1,5,
846.0159362792969,1706.9940307617187,aaaaaanb-1,5,
957.4139770507812,1688.9676391601563,aaaaaanc-1,0,
843.0559814453125,1694.9983642578125,aaaaaand-1,5,
860.0358520507813,1693.4201782226562,aaaaaane-1,5,
901.7795471191406,1700.462042236328,aaaaaanf-1,5,
863.2852966308593,1703.2815063476562,aaaaaang-1,5,
1622.0668701171874,1686.9866577148437,aaaaaanh-1,0,
1645.6416076660155,1704.3558349609375,aaaaaani-1,5,
1652.7591125488282,1711.059130859375,aaaaaanj-1,5,
1664.1538024902345,1691.1121459960937,aaaaaank-1,0,
1652.3403381347655,1701.0611511230468,aaaaaanl-1,5,
1587.9754577636718,1694.2507751464843,aaaaaanm-1,4,Large Airway
1634.4999877929688,1702.865637207031,aaaaaann-1,5,
1656.0877258300782,1695.2935607910156,aaaaaano-1,0,
1655.3006042480467,1687.667010498047,aaaaaanp-1,0,
1639.9817199707031,1688.5607971191405,aaaaaaob-1,5,
1628.1264404296874,1693.681134033203,aaaaaaoc-1,5,
1663.2127014160155,1702.22626953125,aaaaaaod-1,0,
824.2217163085937,1701.3516784667968,aaaaaaoe-1,5,
1669.2648010253906,1671.8634643554688,aaaaaaof-1,0,
1659.6584106445312,1711.2933166503906,aaaaaaog-1,5,
1660.760028076172,1681.2528930664062,aaaaaaoh-1,0,
1625.0830627441403,1706.9338500976562,aaaaaaoi-1,0,
1378.529522705078,1684.5819213867187,aaaaaaoj-1,1,
1555.3303527832031,1705.2529418945312,aaaaaaok-1,4,Large Airway
1574.642950439453,1696.4051391601563,aaaaaaol-1,4,Large Airway
1581.0371459960936,1696.2479431152344,aaaaaaom-1,4,
1572.3300415039062,1709.2828674316406,aaaaaaon-1,3,Large Airway
1559.891632080078,1694.2847045898436,aaaaaaoo-1,3,Large Airway
1570.1726684570312,1689.0076904296875,aaaaaaop-1,4,Large Airway
1577.0200866699215,1703.151806640625,aaaaaapa-1,4,Large Airway
1587.3371276855469,1714.8433532714844,aaaaaapb-1,3,Large Airway
1587.0892456054687,1702.50517578125,aaaaaapc-1,3,Large Airway
1580.8725830078124,1687.251971435547,aaaaaapd-1,4,Large Airway
1587.215002441406,1707.7182739257812,aaaaaape-1,3,Large Airway
1649.3113830566406,1685.5105712890625,aaaaaapf-1,5,
1673.8245239257812,1700.922320556641,aaaaaapg-1,0,
841.6428253173827,1437.3193908691403,aaaaaaph-1,4,
851.1151062011719,1232.6888427734375,aaaaaapi-1,0,
841.475927734375,1331.2284545898438,aaaaaapj-1,0,
830.9324829101562,1337.7684326171875,aaaaaapk-1,0,
841.9583587646484,1551.0339721679686,aaaaaapl-1,0,
850.2591400146484,1362.3290954589845,aaaaaapm-1,0,
832.8014556884765,1362.234777832031,aaaaaapn-1,0,
839.612661743164,1357.0535339355467,aaaaaapo-1,0,
823.8230194091797,1354.48994140625,aaaaaapp-1,0,
846.3236358642578,1364.9091857910155,aaaaabaa-1,0,
841.8798645019531,1369.3543579101563,aaaaabab-1,0,
825.2176544189452,1367.595733642578,aaaaabac-1,0,
836.9718200683593,1427.8418701171877,aaaaabad-1,3,
833.7066040039062,1373.3046997070312,aaaaabae-1,0,
853.298159790039,1387.051727294922,aaaaabaf-1,0,
827.8497283935546,1381.9761108398436,aaaaabag-1,0,
837.695751953125,1385.1565551757812,aaaaabah-1,0,
827.192202758789,1402.1960876464843,aaaaabai-1,0,
834.260317993164,1407.8826416015625,aaaaabaj-1,0,
845.6777313232421,1414.0749206542969,aaaaabak-1,0,
828.2290740966797,1416.631768798828,aaaaabal-1,0,
839.8429565429688,1399.8780944824218,aaaaabam-1,0,
823.6739166259765,1424.5901428222655,aaaaaban-1,3,
849.3397247314452,1436.874468994141,aaaaabao-1,4,
829.1489562988281,1445.2036804199215,aaaaabap-1,4,
822.0189483642578,1435.4158142089843,aaaaabba-1,3,
834.2093719482422,1677.2063659667967,aaaaabbb-1,5,
847.8887481689453,1499.4410888671875,aaaaabbc-1,0,
839.2270385742187,1460.3550964355468,aaaaabbd-1,3,
849.9851623535156,1464.1334045410156,aaaaabbe-1,4,
850.0056030273437,1322.324932861328,aaaaabbf-1,3,
821.7878234863281,1313.596350097656,aaaaabbg-1,0,
837.9734649658203,1485.9772216796875,aaaaabbi-1,3,
838.6000701904296,1474.17060546875,aaaaabbj-1,3,
839.3875549316406,1321.1723693847655,aaaaabbk-1,0,
849.5884887695312,1480.4190185546877,aaaaabbl-1,3,
828.4516387939453,1483.8201599121094,aaaaabbm-1,3,
823.8671173095703,1500.6552856445312,aaaaabbn-1,0,
831.591616821289,1508.6818298339842,aaaaabbo-1,0,
821.3248474121093,1520.8847045898438,aaaaabbp-1,0,Large Airway
834.0098419189453,1522.3064208984374,aaaaabca-1,0,
826.1807525634765,1533.258056640625,aaaaabcb-1,0,Large Airway
842.2486267089844,1535.9070434570312,aaaaabcc-1,0,
828.6750335693359,1546.424444580078,aaaaabcd-1,0,Large Airway
840.0234466552735,1310.3413024902345,aaaaabce-1,0,
825.9718322753906,1558.155938720703,aaaaabcf-1,0,Large Airway
845.8276123046875,1568.7403686523437,aaaaabcg-1,0,
829.622671508789,1580.3319946289062,aaaaabch-1,0,
834.4351013183593,1597.2409973144531,aaaaabci-1,0,
822.6682250976562,1635.3846435546875,aaaaabcj-1,5,
833.6534790039062,1643.811181640625,aaaaabck-1,5,
822.0554718017578,1645.4911560058592,aaaaabcl-1,5,
825.4294799804687,1652.278497314453,aaaaabcm-1,0,
836.0862823486328,1622.056597900391,aaaaabcn-1,5,
844.719561767578,1634.2898742675782,aaaaabco-1,5,
845.5513000488281,1642.4510986328123,aaaaabcp-1,5,
852.5674316406249,1653.0750610351563,aaaaabda-1,5,
839.5086944580078,1662.1555969238282,aaaaabdb-1,5,
828.9974151611328,1325.4439514160156,aaaaabdd-1,0,
845.5260864257813,1244.535614013672,aaaaabde-1,0,
841.6223846435547,1255.4293518066406,aaaaabdf-1,0,
833.9163543701171,1268.061480712891,aaaaabdg-1,0,
825.6210723876953,1278.0645446777344,aaaaabdh-1,0,
836.8819122314453,1281.5841796875,aaaaabdi-1,0,
822.1394653320312,1292.4763610839843,aaaaabdj-1,0,
837.3067565917969,1295.0037414550782,aaaaabdk-1,0,
827.5068542480468,1252.2863647460938,aaaaabdl-1,0,
826.5752471923828,1305.6094421386715,aaaaabdm-1,0,
850.4537414550781,1306.3073303222657,aaaaabdn-1,0,
838.1335144042969,1347.3684936523437,aaaaabdo-1,0,
1657.6626953125,1082.2191284179687,aaaaabdp-1,0,
1666.7093017578125,1087.4520446777344,aaaaabea-1,0,
1649.8094299316406,1098.7211853027345,aaaaabeb-1,0,
1650.1442626953124,1107.6946411132812,aaaaabec-1,0,
1665.9127380371094,1128.641973876953,aaaaabed-1,0,
1641.649658203125,1129.9683349609377,aaaaabef-1,0,
1656.1827697753906,1131.612823486328,aaaaabeg-1,0,
1651.8017211914062,1136.0669189453124,aaaaabeh-1,0,
1661.3070495605468,1136.527301025391,aaaaabei-1,0,
1670.6187622070313,1137.0580322265623,aaaaabej-1,0,
1647.4357177734375,1140.7507385253905,aaaaabek-1,0,
1665.7856323242188,1143.5496582031249,aaaaabel-1,0,
1656.5798583984374,1143.858135986328,aaaaabem-1,0,
1642.1940856933593,1145.8906860351562,aaaaaben-1,0,
1672.1304382324215,1148.676220703125,aaaaabeo-1,0,
1667.72490234375,1148.9070861816406,aaaaabep-1,0,
1651.838037109375,1149.9466552734375,aaaaabfa-1,0,
1661.6721801757812,1149.9661621093749,aaaaabfb-1,0,
1657.8219665527342,1155.0650207519532,aaaaabfc-1,0,
1665.4408386230468,1155.5880737304688,aaaaabfd-1,0,
1673.709454345703,1155.6528198242188,aaaaabfe-1,0,Large Airway
1650.859375,1158.1182556152344,aaaaabff-1,0,
1660.4933654785157,1162.036016845703,aaaaabfg-1,0,Large Airway
1670.6195922851562,1163.5481079101562,aaaaabfh-1,0,Large Airway
1644.4517944335937,1166.7886291503903,aaaaabfi-1,0,
1655.3211486816406,1167.7135437011718,aaaaabfj-1,0,Large Airway
1666.6102111816406,1169.90546875,aaaaabfk-1,0,
1656.991680908203,1176.5309448242188,aaaaabfl-1,0,Large Airway
1651.19638671875,1177.3415161132812,aaaaabfm-1,0,Large Airway
1642.3558471679687,1179.169348144531,aaaaabfn-1,0,Large Airway
1664.4571960449218,1178.6753479003903,aaaaabfo-1,0,Large Airway
1672.7350463867188,1183.3193237304688,aaaaabfp-1,0,Large Airway
1662.3691345214845,1185.894952392578,aaaaabga-1,0,Large Airway
1653.5135498046875,1186.7099853515624,aaaaabgb-1,0,Large Airway
1657.8883728027342,1192.8562988281249,aaaaabgc-1,3,Large Airway
1664.8435974121094,1193.9374755859374,aaaaabgd-1,3,Large Airway
1650.5345031738282,1195.4860900878905,aaaaabge-1,3,Large Airway
1675.292724609375,1208.01103515625,aaaaabgf-1,4,Large Airway
1643.8907653808594,1198.3550476074215,aaaaabgg-1,0,Large Airway
1657.1036376953125,1199.7450134277344,aaaaabgh-1,3,Large Airway
1662.9623291015623,1202.5992370605468,aaaaabgi-1,4,Large Airway
1649.9830200195313,1217.838848876953,aaaaabgj-1,4,
1656.8111389160156,1213.0460815429688,aaaaabgk-1,4,Large Airway
1666.429357910156,1215.6151733398438,aaaaabgl-1,4,Large Airway
1643.6349975585938,1215.6796081542968,aaaaabgm-1,4,Large Airway
1659.4338745117186,1093.480383300781,aaaaabgn-1,0,
1673.2179443359375,1082.9635009765625,aaaaabgo-1,0,
1647.412579345703,1113.439611816406,aaaaabgp-1,0,
1658.811212158203,1101.937945556641,aaaaabha-1,0,
1651.473114013672,1117.9725646972656,aaaaabhb-1,0,
1669.4456542968749,1103.7528076171875,aaaaabhc-1,0,
1662.301171875,1113.763446044922,aaaaabhd-1,0,
1648.0379394531249,1125.347186279297,aaaaabhe-1,0,
1657.4934631347655,1122.976690673828,aaaaabhf-1,0,
1671.5473083496092,1122.0382873535157,aaaaabhg-1,0,
1651.0298522949215,1071.0385986328124,aaaaabhh-1,0,
1671.165264892578,1071.623077392578,aaaaabhi-1,0,
1639.8925903320312,1046.987811279297,aaaaabhj-1,0,
1651.0298522949215,1036.2173400878903,aaaaabhk-1,0,
1647.0629089355468,1052.682043457031,aaaaabhl-1,0,
1670.1776794433592,1023.1683044433594,aaaaabhm-1,0,
1654.7190307617186,1050.8251586914062,aaaaabhn-1,0,
1665.4864929199218,1031.5492919921874,aaaaabho-1,0,
1664.1427001953125,1042.9999084472656,aaaaabhp-1,0,
1658.3562255859374,1056.841046142578,aaaaabia-1,0,
1671.3072082519532,1040.892132568359,aaaaabib-1,0,
1664.449932861328,1054.5559448242186,aaaaabic-1,0,
1658.1673828125,1062.8349365234374,aaaaabid-1,0,
1651.144091796875,1003.3058837890624,aaaaabie-1,0,
1654.384924316406,1016.202081298828,aaaaabif-1,0,
1666.4202270507812,1003.6655151367188,aaaaabig-1,0,
1668.207696533203,1013.3322937011718,aaaaabih-1,0,
1645.932550048828,986.5024047851564,aaaaabii-1,0,
1651.8032775878903,975.0571838378906,aaaaabij-1,0,
1655.5156982421877,982.0639770507812,aaaaabik-1,0,
1660.280450439453,977.7157165527344,aaaaabil-1,0,
1665.1375488281249,968.5791503906248,aaaaabim-1,0,
1654.6102905273438,989.229522705078,aaaaabin-1,0,
1667.808740234375,982.632061767578,aaaaabio-1,0,
1663.9050903320312,994.2801330566406,aaaaabip-1,0,
3309.2737060546874,3477.1281616210936,aaaaabja-1,4,
3296.1435302734376,3489.6517578125,aaaaabjb-1,4,Large Airway
3318.9476440429685,3496.221826171875,aaaaabjc-1,4,Large Airway
3311.391650390625,3497.2797607421876,aaaaabjd-1,4,
3303.303991699219,3502.459033203125,aaaaabje-1,4,Large Airway
3287.96767578125,3502.6827392578125,aaaaabjf-1,4,
3313.800537109375,3513.5800048828123,aaaaabjg-1,0,Large Airway
3300.166088867187,3519.8387939453123,aaaaabjh-1,3,Large Airway
3301.3794555664062,3529.305419921875,aaaaabjj-1,3,Large Airway
3309.871154785156,3531.3212646484376,aaaaabjk-1,3,Large Airway
3292.0207397460936,3535.5870361328125,aaaaabjl-1,4,Large Airway
3307.647998046875,3540.40439453125,aaaaabjm-1,3,Large Airway
3308.650732421875,3549.2575927734374,aaaaabjp-1,3,Large Airway
3306.542333984375,3557.126318359375,aaaaabka-1,3,
3288.8247314453124,3554.330615234375,aaaaabkb-1,4,Large Airway
3299.207556152344,3557.3085205078123,aaaaabkc-1,3,Large Airway
3292.15126953125,3561.383374023437,aaaaabkd-1,4,Large Airway
3294.4275512695312,3568.4050048828126,aaaaabke-1,4,
3315.5208740234375,3694.835864257812,aaaaabkf-1,0,Large Airway
3293.49267578125,3577.986181640625,aaaaabkg-1,4,Large Airway
3291.7441162109376,3586.363330078125,aaaaabkh-1,4,Large Airway
3311.93701171875,3580.0111572265623,aaaaabki-1,0,Large Airway
3294.003173828125,3595.1613281249997,aaaaabkj-1,4,Large Airway
3307.238146972656,3600.51201171875,aaaaabkk-1,0,Large Airway
3295.065466308594,3604.9520996093743,aaaaabkl-1,3,Large Airway
3303.4316162109376,3613.189379882812,aaaaabkm-1,0,Large Airway
3312.098876953125,3613.6093994140624,aaaaabkn-1,0,Large Airway
3315.330993652344,3622.115625,aaaaabko-1,0,Large Airway
3292.7885620117186,3618.6106201171874,aaaaabkp-1,3,Large Airway
3296.672705078125,3624.648193359375,aaaaabla-1,3,Large Airway
3301.3219726562497,3629.9710693359375,aaaaablb-1,3,
3311.5655517578125,3629.097412109375,aaaaablc-1,3,Large Airway
3291.901416015625,3631.3112304687497,aaaaabld-1,3,Large Airway
3305.971447753906,3631.779809570312,aaaaable-1,3,Large Airway
3298.7059814453123,3636.5573242187497,aaaaablf-1,4,Large Airway
3311.0575439453123,3639.792553710937,aaaaablg-1,4,Large Airway
3305.1971923828123,3643.0900390625,aaaaabli-1,4,Large Airway
3290.160119628906,3643.2560546875,aaaaablj-1,4,Large Airway
3315.8082885742188,3646.953637695312,aaaaablk-1,4,Large Airway
3296.7345458984373,3648.007006835938,aaaaabll-1,4,Large Airway
3319.573107910156,3593.432690429687,aaaaablm-1,5,Large Airway
3319.7733642578123,3764.5524658203126,aaaaabln-1,1,Large Airway
3296.7760498046873,3775.7265625,aaaaablo-1,4,Large Airway
3304.89296875,3776.156127929687,aaaaablp-1,4,Large Airway
3289.295178222656,3781.9421875,aaaaabma-1,4,Large Airway
3310.1124999999997,3787.024755859375,aaaaabmb-1,4,Large Airway
3298.3756103515625,3791.983642578125,aaaaabmc-1,3,Large Airway
3319.1111694335937,3790.5048583984376,aaaaabmd-1,4,Large Airway
3308.79599609375,3797.410278320313,aaaaabme-1,4,Large Airway
3304.2868041992188,3803.802294921875,aaaaabmf-1,3,Large Airway
3295.2370849609374,3804.1251953125,aaaaabmg-1,0,Large Airway
3313.591357421875,3807.36748046875,aaaaabmh-1,3,Large Airway
3298.123889160156,3811.24892578125,aaaaabmi-1,0,Large Airway
3304.4430664062497,3659.208081054687,aaaaabmj-1,4,Large Airway
3304.6346069335937,3818.9723876953126,aaaaabmk-1,0,Large Airway
3307.1995483398437,3829.0204833984376,aaaaabml-1,0,Large Airway
3294.9565185546876,3707.5534912109374,aaaaabmm-1,1,Large Airway
3311.8125,3839.127514648437,aaaaabmn-1,0,Large Airway
3300.600634765625,3851.75341796875,aaaaabmo-1,0,
3295.8727172851563,3842.5544921875,aaaaabmp-1,3,
3308.6314331054687,3858.4654296875,aaaaabna-1,0,
3322.515942382812,3852.002026367187,aaaaabnb-1,3,Large Airway
