barcode,x,y,mclust
aaaaaaig-1,1576.846807861328,867.7310913085937,1
aaaaaaih-1,1662.5578735351562,952.494207763672,1
aaaaaaii-1,1661.6795471191406,943.3061767578124,1
aaaaaaij-1,1534.475054931641,856.3066741943359,1
aaaaaaik-1,1669.477716064453,922.184112548828,1
aaaaaail-1,1663.0294616699218,886.7982971191406,1
aaaaaaim-1,1667.997686767578,940.1234497070312,1
aaaaaain-1,1668.4516357421874,931.4098083496092,1
aaaaaaio-1,1603.131231689453,851.3050384521484,1
aaaaaaip-1,1670.872247314453,886.5943054199219,1
aaaaaaja-1,1671.8734252929687,898.9739868164062,1
aaaaaajb-1,1563.5691894531249,847.1808990478515,1
aaaaaajc-1,1419.2815856933594,853.8934814453124,1
aaaaaajd-1,1613.2803894042968,851.2744812011719,1
aaaaaaje-1,1618.5531494140623,844.7811431884766,1
aaaaaajf-1,1592.94814453125,866.0810516357421,1
aaaaaajg-1,1023.7417846679688,1687.390179443359,2
aaaaaajh-1,1638.3826782226563,1712.377813720703,1
aaaaaaji-1,1140.5236083984375,1706.8266662597655,1
aaaaaajj-1,907.3549743652344,1693.9778869628906,1
aaaaaajk-1,1009.8181579589844,1696.490948486328,2
aaaaaajl-1,915.9662048339844,1693.6692016601562,1
aaaaaajm-1,1367.4529602050782,1699.36416015625,3
aaaaaajn-1,1004.4319885253906,1689.4778259277343,2
aaaaaajo-1,1005.333349609375,1713.7846923828124,2
aaaaaajp-1,1397.705987548828,1680.1192138671877,3
aaaaaaka-1,1597.1223999023437,1694.2937316894531,1
aaaaaakb-1,1170.632409667969,1689.4200317382813,5
aaaaaakd-1,984.4663269042968,1710.7452575683594,2
aaaaaake-1,1071.9064453125,1710.0520385742186,1
aaaaaakf-1,1162.1054321289062,1710.4390625,4
aaaaaakg-1,1365.1411926269532,1712.9260803222655,3
aaaaaakh-1,1148.7685668945312,1706.1678955078123,4
aaaaaakj-1,1371.630743408203,1695.6124145507813,3
aaaaaakk-1,1348.179376220703,1701.8396606445312,3
aaaaaakl-1,1152.8301391601562,1720.160314941406,4
aaaaaakm-1,1244.625469970703,1701.072979736328,3
aaaaaakn-1,1112.1423034667969,1707.697003173828,6
aaaaaako-1,1399.7586669921875,1696.5132568359377,3
aaaaaakp-1,993.8947692871094,1688.1668212890625,2
aaaaaala-1,1019.0533996582031,1696.113366699219,2
aaaaaalb-1,1345.8126159667968,1709.3753173828125,3
aaaaaalc-1,993.1658569335938,1700.902606201172,2
aaaaaald-1,1263.173358154297,1697.685015869141,3
aaaaaale-1,1103.6007995605469,1697.1555297851562,6
aaaaaalg-1,1079.9146240234377,1691.772265625,2
aaaaaalh-1,884.3317199707031,1710.2641235351562,1
aaaaaali-1,1167.303692626953,1695.9371826171875,5
aaaaaalj-1,1287.5138427734375,1710.2836303710938,3
aaaaaall-1,1152.1851684570313,1698.1557739257812,5
aaaaaalm-1,1137.333203125,1711.0000915527344,4
aaaaaaln-1,1277.6854064941406,1699.254278564453,3
aaaaaalo-1,1355.451171875,1695.2243530273438,3
aaaaaalp-1,953.3233520507812,1700.993603515625,1
aaaaaamb-1,1125.4175354003903,1696.4350219726562,6
aaaaaamc-1,1128.6510009765625,1707.5027648925782,1
aaaaaamd-1,1333.16357421875,1708.215802001953,3
aaaaaamf-1,1155.582470703125,1694.5315490722655,5
aaaaaamg-1,898.0627685546875,1683.8731384277344,1
aaaaaamh-1,889.182696533203,1690.8346923828124,1
aaaaaami-1,873.9016845703125,1691.7391662597656,2
aaaaaamj-1,887.6644836425781,1697.3601440429686,1
aaaaaamk-1,851.4059967041015,1688.849871826172,1
aaaaaaml-1,841.930239868164,1686.311492919922,2
aaaaaamm-1,894.8893798828125,1707.1804870605467,1
aaaaaamn-1,1140.0320983886718,1692.6256896972657,1
aaaaaamo-1,977.8442749023436,1693.5102416992188,2
aaaaaamp-1,897.3778503417968,1690.6263427734375,1
aaaaaana-1,834.5934387207031,1701.3661010742187,2
aaaaaanb-1,846.0159362792969,1706.9940307617187,2
aaaaaanc-1,957.4139770507812,1688.9676391601563,1
aaaaaand-1,843.0559814453125,1694.9983642578125,2
aaaaaane-1,860.0358520507813,1693.4201782226562,2
aaaaaanf-1,901.7795471191406,1700.462042236328,1
aaaaaang-1,863.2852966308593,1703.2815063476562,2
aaaaaanh-1,1622.0668701171874,1686.9866577148437,1
aaaaaani-1,1645.6416076660155,1704.3558349609375,1
aaaaaanj-1,1652.7591125488282,1711.059130859375,1
aaaaaank-1,1664.1538024902345,1691.1121459960937,1
aaaaaanl-1,1652.3403381347655,1701.0611511230468,1
aaaaaanm-1,1587.9754577636718,1694.2507751464843,1
aaaaaann-1,1634.4999877929688,1702.865637207031,1
aaaaaano-1,1656.0877258300782,1695.2935607910156,1
aaaaaanp-1,1655.3006042480467,1687.667010498047,1
aaaaaaob-1,1639.9817199707031,1688.5607971191405,1
aaaaaaoc-1,1628.1264404296874,1693.681134033203,1
aaaaaaod-1,1663.2127014160155,1702.22626953125,1
aaaaaaoe-1,824.2217163085937,1701.3516784667968,2
aaaaaaof-1,1669.2648010253906,1671.8634643554688,6
aaaaaaog-1,1659.6584106445312,1711.2933166503906,1
aaaaaaoh-1,1660.760028076172,1681.2528930664062,1
aaaaaaoi-1,1625.0830627441403,1706.9338500976562,1
aaaaaaoj-1,1378.529522705078,1684.5819213867187,3
aaaaaaok-1,1555.3303527832031,1705.2529418945312,4
aaaaaaol-1,1574.642950439453,1696.4051391601563,4
aaaaaaom-1,1581.0371459960936,1696.2479431152344,1
aaaaaaon-1,1572.3300415039062,1709.2828674316406,1
aaaaaaoo-1,1559.891632080078,1694.2847045898436,4
aaaaaaop-1,1570.1726684570312,1689.0076904296875,5
aaaaaapa-1,1577.0200866699215,1703.151806640625,1
aaaaaapb-1,1587.3371276855469,1714.8433532714844,1
aaaaaapc-1,1587.0892456054687,1702.50517578125,1
aaaaaapd-1,1580.8725830078124,1687.251971435547,5
aaaaaape-1,1587.215002441406,1707.7182739257812,1
aaaaaapf-1,1649.3113830566406,1685.5105712890625,1
aaaaaapg-1,1673.8245239257812,1700.922320556641,6
aaaaaaph-1,841.6428253173827,1437.3193908691403,4
aaaaaapi-1,851.1151062011719,1232.6888427734375,6
aaaaaapj-1,841.475927734375,1331.2284545898438,1
aaaaaapk-1,830.9324829101562,1337.7684326171875,1
aaaaaapl-1,841.9583587646484,1551.0339721679686,6
aaaaaapm-1,850.2591400146484,1362.3290954589845,1
aaaaaapn-1,832.8014556884765,1362.234777832031,1
aaaaaapo-1,839.612661743164,1357.0535339355467,1
aaaaaapp-1,823.8230194091797,1354.48994140625,1
aaaaabaa-1,846.3236358642578,1364.9091857910155,1
aaaaabab-1,841.8798645019531,1369.3543579101563,1
aaaaabac-1,825.2176544189452,1367.595733642578,1
aaaaabad-1,836.9718200683593,1427.8418701171877,1
aaaaabae-1,833.7066040039062,1373.3046997070312,1
aaaaabaf-1,853.298159790039,1387.051727294922,1
aaaaabag-1,827.8497283935546,1381.9761108398436,1
aaaaabah-1,837.695751953125,1385.1565551757812,1
aaaaabai-1,827.192202758789,1402.1960876464843,1
aaaaabaj-1,834.260317993164,1407.8826416015625,1
aaaaabak-1,845.6777313232421,1414.0749206542969,1
aaaaabal-1,828.2290740966797,1416.631768798828,1
aaaaabam-1,839.8429565429688,1399.8780944824218,1
aaaaaban-1,823.6739166259765,1424.5901428222655,4
aaaaabao-1,849.3397247314452,1436.874468994141,5
aaaaabap-1,829.1489562988281,1445.2036804199215,4
aaaaabba-1,822.0189483642578,1435.4158142089843,4
aaaaabbb-1,834.2093719482422,1677.2063659667967,2
aaaaabbc-1,847.8887481689453,1499.4410888671875,1
aaaaabbd-1,839.2270385742187,1460.3550964355468,4
aaaaabbe-1,849.9851623535156,1464.1334045410156,4
aaaaabbf-1,850.0056030273437,1322.324932861328,1
aaaaabbg-1,821.7878234863281,1313.596350097656,1
aaaaabbi-1,837.9734649658203,1485.9772216796875,4
aaaaabbj-1,838.6000701904296,1474.17060546875,4
aaaaabbk-1,839.3875549316406,1321.1723693847655,1
aaaaabbl-1,849.5884887695312,1480.4190185546877,4
aaaaabbm-1,828.4516387939453,1483.8201599121094,4
aaaaabbn-1,823.8671173095703,1500.6552856445312,1
aaaaabbo-1,831.591616821289,1508.6818298339842,6
aaaaabbp-1,821.3248474121093,1520.8847045898438,2
aaaaabca-1,834.0098419189453,1522.3064208984374,6
aaaaabcb-1,826.1807525634765,1533.258056640625,1
aaaaabcc-1,842.2486267089844,1535.9070434570312,6
aaaaabcd-1,828.6750335693359,1546.424444580078,1
aaaaabce-1,840.0234466552735,1310.3413024902345,1
aaaaabcf-1,825.9718322753906,1558.155938720703,1
aaaaabcg-1,845.8276123046875,1568.7403686523437,6
aaaaabch-1,829.622671508789,1580.3319946289062,6
aaaaabci-1,834.4351013183593,1597.2409973144531,6
aaaaabcj-1,822.6682250976562,1635.3846435546875,2
aaaaabck-1,833.6534790039062,1643.811181640625,2
aaaaabcl-1,822.0554718017578,1645.4911560058592,1
aaaaabcm-1,825.4294799804687,1652.278497314453,2
aaaaabcn-1,836.0862823486328,1622.056597900391,2
aaaaabco-1,844.719561767578,1634.2898742675782,2
aaaaabcp-1,845.5513000488281,1642.4510986328123,2
aaaaabda-1,852.5674316406249,1653.0750610351563,2
aaaaabdb-1,839.5086944580078,1662.1555969238282,2
aaaaabdd-1,828.9974151611328,1325.4439514160156,1
aaaaabde-1,845.5260864257813,1244.535614013672,1
aaaaabdf-1,841.6223846435547,1255.4293518066406,1
aaaaabdg-1,833.9163543701171,1268.061480712891,1
aaaaabdh-1,825.6210723876953,1278.0645446777344,1
aaaaabdi-1,836.8819122314453,1281.5841796875,1
aaaaabdj-1,822.1394653320312,1292.4763610839843,6
aaaaabdk-1,837.3067565917969,1295.0037414550782,6
aaaaabdl-1,827.5068542480468,1252.2863647460938,1
aaaaabdm-1,826.5752471923828,1305.6094421386715,1
aaaaabdn-1,850.4537414550781,1306.3073303222657,1
aaaaabdo-1,838.1335144042969,1347.3684936523437,1
aaaaabdp-1,1657.6626953125,1082.2191284179687,3
aaaaabea-1,1666.7093017578125,1087.4520446777344,3
aaaaabeb-1,1649.8094299316406,1098.7211853027345,1
aaaaabec-1,1650.1442626953124,1107.6946411132812,1
aaaaabed-1,1665.9127380371094,1128.641973876953,1
aaaaabef-1,1641.649658203125,1129.9683349609377,3
aaaaabeg-1,1656.1827697753906,1131.612823486328,1
aaaaabeh-1,1651.8017211914062,1136.0669189453124,1
aaaaabei-1,1661.3070495605468,1136.527301025391,1
aaaaabej-1,1670.6187622070313,1137.0580322265623,1
aaaaabek-1,1647.4357177734375,1140.7507385253905,1
aaaaabel-1,1665.7856323242188,1143.5496582031249,1
aaaaabem-1,1656.5798583984374,1143.858135986328,1
aaaaaben-1,1642.1940856933593,1145.8906860351562,1
aaaaabeo-1,1672.1304382324215,1148.676220703125,1
aaaaabep-1,1667.72490234375,1148.9070861816406,1
aaaaabfa-1,1651.838037109375,1149.9466552734375,1
aaaaabfb-1,1661.6721801757812,1149.9661621093749,1
aaaaabfc-1,1657.8219665527342,1155.0650207519532,1
aaaaabfd-1,1665.4408386230468,1155.5880737304688,1
aaaaabfe-1,1673.709454345703,1155.6528198242188,1
aaaaabff-1,1650.859375,1158.1182556152344,1
aaaaabfg-1,1660.4933654785157,1162.036016845703,1
aaaaabfh-1,1670.6195922851562,1163.5481079101562,1
aaaaabfi-1,1644.4517944335937,1166.7886291503903,3
aaaaabfj-1,1655.3211486816406,1167.7135437011718,1
aaaaabfk-1,1666.6102111816406,1169.90546875,1
aaaaabfl-1,1656.991680908203,1176.5309448242188,1
aaaaabfm-1,1651.19638671875,1177.3415161132812,1
aaaaabfn-1,1642.3558471679687,1179.169348144531,1
aaaaabfo-1,1664.4571960449218,1178.6753479003903,1
aaaaabfp-1,1672.7350463867188,1183.3193237304688,1
aaaaabga-1,1662.3691345214845,1185.894952392578,1
aaaaabgb-1,1653.5135498046875,1186.7099853515624,1
aaaaabgc-1,1657.8883728027342,1192.8562988281249,1
aaaaabgd-1,1664.8435974121094,1193.9374755859374,1
aaaaabge-1,1650.5345031738282,1195.4860900878905,1
aaaaabgf-1,1675.292724609375,1208.01103515625,5
aaaaabgg-1,1643.8907653808594,1198.3550476074215,1
aaaaabgh-1,1657.1036376953125,1199.7450134277344,1
aaaaabgi-1,1662.9623291015623,1202.5992370605468,4
aaaaabgj-1,1649.9830200195313,1217.838848876953,5
aaaaabgk-1,1656.8111389160156,1213.0460815429688,4
aaaaabgl-1,1666.429357910156,1215.6151733398438,4
aaaaabgm-1,1643.6349975585938,1215.6796081542968,5
aaaaabgn-1,1659.4338745117186,1093.480383300781,3
aaaaabgo-1,1673.2179443359375,1082.9635009765625,3
aaaaabgp-1,1647.412579345703,1113.439611816406,1
aaaaabha-1,1658.811212158203,1101.937945556641,1
aaaaabhb-1,1651.473114013672,1117.9725646972656,1
aaaaabhc-1,1669.4456542968749,1103.7528076171875,1
aaaaabhd-1,1662.301171875,1113.763446044922,1
aaaaabhe-1,1648.0379394531249,1125.347186279297,1
aaaaabhf-1,1657.4934631347655,1122.976690673828,1
aaaaabhg-1,1671.5473083496092,1122.0382873535157,1
aaaaabhh-1,1651.0298522949215,1071.0385986328124,3
aaaaabhi-1,1671.165264892578,1071.623077392578,3
aaaaabhj-1,1639.8925903320312,1046.987811279297,3
aaaaabhk-1,1651.0298522949215,1036.2173400878903,3
aaaaabhl-1,1647.0629089355468,1052.682043457031,3
aaaaabhm-1,1670.1776794433592,1023.1683044433594,3
aaaaabhn-1,1654.7190307617186,1050.8251586914062,3
aaaaabho-1,1665.4864929199218,1031.5492919921874,3
aaaaabhp-1,1664.1427001953125,1042.9999084472656,3
aaaaabia-1,1658.3562255859374,1056.841046142578,3
aaaaabib-1,1671.3072082519532,1040.892132568359,3
aaaaabic-1,1664.449932861328,1054.5559448242186,3
aaaaabid-1,1658.1673828125,1062.8349365234374,3
aaaaabie-1,1651.144091796875,1003.3058837890624,3
aaaaabif-1,1654.384924316406,1016.202081298828,3
aaaaabig-1,1666.4202270507812,1003.6655151367188,3
aaaaabih-1,1668.207696533203,1013.3322937011718,3
aaaaabii-1,1645.932550048828,986.5024047851564,1
aaaaabij-1,1651.8032775878903,975.0571838378906,1
aaaaabik-1,1655.5156982421877,982.0639770507812,1
aaaaabil-1,1660.280450439453,977.7157165527344,1
aaaaabim-1,1665.1375488281249,968.5791503906248,1
aaaaabin-1,1654.6102905273438,989.229522705078,1
aaaaabio-1,1667.808740234375,982.632061767578,1
aaaaabip-1,1663.9050903320312,994.2801330566406,3
aaaaabja-1,3309.2737060546874,3477.1281616210936,4
aaaaabjb-1,3296.1435302734376,3489.6517578125,4
aaaaabjc-1,3318.9476440429685,3496.221826171875,5
aaaaabjd-1,3311.391650390625,3497.2797607421876,4
aaaaabje-1,3303.303991699219,3502.459033203125,5
aaaaabjf-1,3287.96767578125,3502.6827392578125,5
aaaaabjg-1,3313.800537109375,3513.5800048828123,1
aaaaabjh-1,3300.166088867187,3519.8387939453123,1
aaaaabjj-1,3301.3794555664062,3529.305419921875,1
aaaaabjk-1,3309.871154785156,3531.3212646484376,1
aaaaabjl-1,3292.0207397460936,3535.5870361328125,1
aaaaabjm-1,3307.647998046875,3540.40439453125,1
aaaaabjp-1,3308.650732421875,3549.2575927734374,1
aaaaabka-1,3306.542333984375,3557.126318359375,1
aaaaabkb-1,3288.8247314453124,3554.330615234375,1
aaaaabkc-1,3299.207556152344,3557.3085205078123,5
aaaaabkd-1,3292.15126953125,3561.383374023437,1
aaaaabke-1,3294.4275512695312,3568.4050048828126,5
aaaaabkf-1,3315.5208740234375,3694.835864257812,1
aaaaabkg-1,3293.49267578125,3577.986181640625,4
aaaaabkh-1,3291.7441162109376,3586.363330078125,4
aaaaabki-1,3311.93701171875,3580.0111572265623,2
aaaaabkj-1,3294.003173828125,3595.1613281249997,4
aaaaabkk-1,3307.238146972656,3600.51201171875,2
aaaaabkl-1,3295.065466308594,3604.9520996093743,1
aaaaabkm-1,3303.4316162109376,3613.189379882812,1
aaaaabkn-1,3312.098876953125,3613.6093994140624,2
aaaaabko-1,3315.330993652344,3622.115625,1
aaaaabkp-1,3292.7885620117186,3618.6106201171874,1
aaaaabla-1,3296.672705078125,3624.648193359375,1
aaaaablb-1,3301.3219726562497,3629.9710693359375,1
aaaaablc-1,3311.5655517578125,3629.097412109375,1
aaaaabld-1,3291.901416015625,3631.3112304687497,1
aaaaable-1,3305.971447753906,3631.779809570312,1
aaaaablf-1,3298.7059814453123,3636.5573242187497,5
aaaaablg-1,3311.0575439453123,3639.792553710937,4
aaaaabli-1,3305.1971923828123,3643.0900390625,4
aaaaablj-1,3290.160119628906,3643.2560546875,5
aaaaablk-1,3315.8082885742188,3646.953637695312,4
aaaaabll-1,3296.7345458984373,3648.007006835938,4
aaaaablm-1,3319.573107910156,3593.432690429687,2
aaaaabln-1,3319.7733642578123,3764.5524658203126,4
aaaaablo-1,3296.7760498046873,3775.7265625,5
aaaaablp-1,3304.89296875,3776.156127929687,5
aaaaabma-1,3289.295178222656,3781.9421875,5
aaaaabmb-1,3310.1124999999997,3787.024755859375,5
aaaaabmc-1,3298.3756103515625,3791.983642578125,1
aaaaabmd-1,3319.1111694335937,3790.5048583984376,4
aaaaabme-1,3308.79599609375,3797.410278320313,4
aaaaabmf-1,3304.2868041992188,3803.802294921875,1
aaaaabmg-1,3295.2370849609374,3804.1251953125,1
aaaaabmh-1,3313.591357421875,3807.36748046875,1
aaaaabmi-1,3298.123889160156,3811.24892578125,1
aaaaabmj-1,3304.4430664062497,3659.208081054687,4
aaaaabmk-1,3304.6346069335937,3818.9723876953126,1
aaaaabml-1,3307.1995483398437,3829.0204833984376,1
aaaaabmm-1,3294.9565185546876,3707.5534912109374,3
aaaaabmn-1,3311.8125,3839.127514648437,6
aaaaabmo-1,3300.600634765625,3851.75341796875,1
aaaaabmp-1,3295.8727172851563,3842.5544921875,6
aaaaabna-1,3308.6314331054687,3858.4654296875,1
aaaaabnb-1,3322.515942382812,3852.002026367187,6
aaaaabnc-1,3296.9547241210935,3858.98837890625,1
aaaaabnd-1,3313.4216064453126,3870.736889648437,2
aaaaabne-1,3295.306604003906,3865.4484619140626,2
aaaaabnf-1,3291.13359375,3876.7034912109375,2
aaaaabng-1,3303.875915527344,3880.1325439453126,2
aaaaabnh-1,3319.240246582031,3883.578198242187,6
aaaaabni-1,3307.042041015625,3891.62705078125,6
aaaaabnj-1,3300.8158325195313,3896.9374755859376,1
aaaaabnk-1,3313.335278320312,3908.3796875,1
aaaaabnl-1,3291.741003417969,3915.625854492187,1
aaaaabnm-1,3320.39052734375,3916.5837646484374,1
aaaaabnn-1,3305.3046875,3915.25107421875,1
aaaaabno-1,3318.552111816406,3925.832495117187,1
aaaaabnp-1,3302.0115600585937,3924.8600585937497,1
aaaaaboa-1,3293.3866333007813,3930.66728515625,1
aaaaabob-1,3307.849084472656,3932.1493896484376,1
aaaaaboc-1,3317.730334472656,3942.1045166015624,1
aaaaabod-1,3305.9662597656247,3941.230029296875,1
aaaaaboe-1,3297.360632324219,3942.335278320312,1
aaaaabof-1,3312.368444824219,3946.23291015625,1
aaaaabog-1,3304.6754882812497,3951.199682617187,1
aaaaaboh-1,3319.021313476562,3957.340185546875,1
aaaaaboi-1,3293.5354248046874,3952.0696044921874,1
aaaaaboj-1,3305.7284423828123,3962.0695556640626,1
aaaaabok-1,3299.0261840820312,3965.8962158203126,1
aaaaabol-1,3297.871337890625,3974.6763671875,1
aaaaabom-1,3308.3448486328125,3725.892407226562,3
aaaaabop-1,3309.5077880859376,3686.926879882813,1
aaaaabpa-1,3304.063928222656,3696.7425537109375,1
aaaaabpb-1,3289.5186767578125,3899.552221679688,6
aaaaabpd-1,3358.6013061523436,3372.1346923828123,1
aaaaabpe-1,3302.664208984375,3373.96044921875,1
aaaaabpf-1,3347.982946777344,3374.8756103515625,1
aaaaabpg-1,3375.8268798828126,3377.7130249023435,1
aaaaabph-1,3315.575451660156,3375.8019775390626,1
aaaaabpi-1,3370.6835083007813,3377.233654785156,1
aaaaabpj-1,3358.080224609375,3380.3012084960938,1
aaaaabpk-1,3366.131774902344,3380.7699951171876,1
aaaaabpl-1,3386.7988525390624,3378.9761962890625,3
aaaaabpm-1,3397.2626098632813,3380.50146484375,3
aaaaabpn-1,3346.3800659179688,3380.3406372070312,1
