X,Y,cluster,super_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,stagate_seed_141,stagate_seed_549,stagate_seed_75,stagate_seed_492,stagate_seed_676,stagate_seed_179,stagate_seed_587,stagate_seed_592,stagate_seed_601,stagate_seed_916,stagate_seed_518,stagate_seed_339,stagate_seed_921,stagate_seed_423,stagate_seed_330,stagate_seed_388,stagate_seed_273,stagate_seed_286,stagate_seed_61,stagate_seed_807,stagate_seed_283,stagate_seed_127,stagate_seed_165,stagate_seed_952,stagate_seed_311,stagate_seed_597,stagate_seed_473,stagate_seed_594,stagate_seed_605,stagate_seed_101
807.570813582314,102.910030132678,4,4,4.42544971919342,0.320941584885706,4.39671344907545,-2.3528851358966,-4.00325238526294,-3.00020531178223,-2.70593927766143,-0.248016406658369,0.539226360767036,2.16404032557188,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
826.844167004099,102.910030132678,4,4,5.33178511711014,-0.560320315846683,3.23900466304882,-0.930026615013225,-0.947905051471818,-2.77846547945787,-1.41193106589154,-0.14995301225024,-0.076414598761187,2.33076990379149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
846.117520425885,102.910030132678,2,1,0.26456213616139,-1.27213674530701,0.34863306226212,0.0108355645994247,-0.987255737396241,-3.10834510748617,-2.4090986335632,1.44348410549349,2.87730824581219,0.847044979319296,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
865.39087384767,102.910030132678,2,1,1.53637688429774,-1.18009445462721,2.17973230470542,-0.222717036366439,-4.99062740681974,-2.39331366364937,0.167546722467215,1.12326998474327,1.13089637500594,2.40058906650489,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
884.664227269456,102.910030132678,2,1,4.3849760816666,-0.458852840246412,3.66964607845288,-1.81547960405567,-1.58540085462179,-1.10014102226951,-0.553393337548975,1.14944564969256,0.886601737441459,-0.879508461681627,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
903.937580691241,102.910030132678,2,1,1.51513327781023,-0.481498258146266,1.75650173486925,-1.27026066976655,-3.09094627812185,-4.28931928475628,-0.208980219235553,0.83855628830225,0.487395492870589,4.63778188427987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
479.92380541196,122.183383554464,1,6,-0.707068505743376,-0.461073009235692,3.58502175500182,-1.6315599764119,-1.51271105607133,-0.0102074501711427,-1.36727892260347,0.136805141595615,1.15019181634046,-0.241449958545603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499.197158833745,122.183383554464,1,6,0.0083066740595185,-0.0293061434345764,2.46839374993,-2.84465684076919,-0.192692859441244,0.423162950545785,0.130457301203098,0.403549136592602,0.995309275874067,0.0315352610570989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
518.470512255531,122.183383554464,1,6,1.40507130980915,0.312312108684469,2.72209489927874,-4.31429279389886,-0.606399808061455,0.719975394567556,-5.23530737097869,1.42639489424873,-0.0780089493104697,1.26074541727469,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
537.743865677316,122.183383554464,1,6,1.2279987108385,0.0810251265878363,1.54650065161619,-3.08751930335341,-1.42937242890275,0.0927788733704915,-1.35480258583723,1.86173912766482,0.67776764771084,0.833261067726227,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
557.017219099102,122.183383554464,1,6,-0.396171235771367,-1.07155577249757,1.73348242366292,-0.986751160520997,-0.878683093863313,-1.17824033102056,-1.63792274044718,-0.299976900510527,1.78784115522924,7.36894366394134,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
576.290572520888,122.183383554464,1,6,0.776154289958006,-0.695842206948412,2.00199434306671,-1.30249873019523,-4.65857888711135,0.0930110490146682,-0.408920800994697,-0.398661405468116,2.25873983881985,2.07947611589368,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
595.563925942673,122.183383554464,1,6,3.34424080438895,-0.202344659251081,2.02654187330975,-1.76984542438329,-1.91461970483605,-1.76385151082635,-2.29176541058513,-0.204457092449589,-0.37167833163036,4.34964830006124,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
614.837279364459,122.183383554464,3,4,2.81817907505511,0.405027966998954,4.06394174022365,-2.64258863845803,-0.412523179898345,-2.08246640433515,-0.744461955083324,0.150770671919777,0.835745700404545,2.91299600777585,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
634.110632786244,122.183383554464,3,4,0.781933392205229,-0.938201900098308,1.49172507861711,-1.02694836900317,-0.470983209049563,-1.4378268673434,-5.26026232985899,0.743667880825613,2.07815691896338,5.00445720020673,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
653.38398620803,122.183383554464,3,4,3.58633797645552,-0.490776363413744,3.57927409055546,0.500673002139469,-1.40019905670017,-2.12472597280274,-2.20345306430279,0.965949041833261,1.02461083447039,1.69796652184316,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
788.297460160528,122.183383554464,4,4,2.5645610503117,-0.681349371617368,0.0780967821734927,-0.96402865241892,-0.372066677645241,-1.21448125059226,-1.54367923709612,-0.345865891963013,1.0360972164819,0.484066662270649,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
807.570813582314,122.183383554464,4,4,3.79153851551588,-0.928544191429429,1.73307667189604,-5.29568055021402,-0.903479329315867,-1.52338565346425,-1.5336612176868,0.98909137622278,0.0161881206594534,4.00014992862678,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
826.844167004099,122.183383554464,4,4,3.74539986205731,0.143396795101317,4.01522561537858,-5.57009775233068,-2.92266958210928,-1.37335421486784,-2.61377586914538,-0.385218443032559,0.231772169320854,5.14129347966493,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
846.117520425885,122.183383554464,2,1,5.25149177275035,-0.502954607260182,0.943284288167191,-1.87639377679699,-1.03279891191835,-3.15126319355986,0.159485742497724,1.43853553143719,1.00187289349779,1.33020115866725,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
865.39087384767,122.183383554464,2,1,2.35987704221175,-1.03989617064861,4.83975996819926,-1.88816052566565,-0.52251278186764,-1.92007663502042,-7.73765366893009,0.959770285583101,-0.307687057944252,0.545702041536405,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
884.664227269456,122.183383554464,2,1,2.96749093188876,-0.475688525060161,0.846909452769395,-1.36529430376538,-3.98525670669813,-1.93075404740157,-3.06832168728212,0.943365351653682,1.49240170599598,0.671030557185372,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
903.937580691241,122.183383554464,2,1,0.678870805939691,-0.494929030045849,1.92030778249643,-0.206242418945417,-2.12874719585875,-2.31699259598108,-4.54562850664824,1.90218022720459,2.07460867607291,4.56770256066709,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
923.210934113027,122.183383554464,2,1,2.91510658908458,-0.987015338925419,2.23249277591748,-0.446870168203169,-2.63794167795075,-2.7886233365124,-2.40203236613959,0.534804204708941,2.28372724404218,0.133359681802417,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
460.650451990174,141.456736976249,1,6,3.885406639581,-0.566026069703834,2.95825470666212,-1.56317515156966,-0.457967471331308,-1.38872221418746,-1.73810693299877,-0.305125130450192,1.18899780064038,0.238302159516091,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
479.92380541196,141.456736976249,1,6,0.382503258751745,0.172610128938738,2.53081868793459,-2.52375131478069,-2.20556896622738,0.596755804311409,-0.816756759050129,-0.28823778909037,0.626385457223582,-0.430347900899091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499.197158833745,141.456736976249,1,6,1.22306310325471,-1.76331959242431,2.01400403117005,-5.01664513778374,-2.16825874801466,-0.249879149062158,-2.38065844226735,0.575556637641133,-0.324188230677073,5.1362638683128,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
518.470512255531,141.456736976249,1,6,-0.824232602523559,0.419434583623924,2.15200715291961,-2.00761422002537,-1.16618911405084,0.319699430910677,-2.29093511105852,-0.149161532089628,1.63163105580517,3.11494631187996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
537.743865677316,141.456736976249,1,6,0.962214720309379,-0.142042751916803,3.22529070581013,-1.64360056591446,-2.06373727852525,-0.514434323941287,-0.0425135044720781,1.10241343374603,0.178443066229472,2.02820825041642,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
557.017219099102,141.456736976249,1,6,0.353793748478444,0.578548712814652,2.20361421851756,-4.59632521698718,-0.838598693194698,-1.26989530260248,-1.49582561783982,0.3296686904123,0.0515416490083138,2.45666920382098,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
576.290572520888,141.456736976249,1,6,2.22323873768515,0.398056272700357,2.67452130117672,-3.55744044806133,-1.33323564781751,-1.32426294455772,-3.91823538878996,0.331019529929315,0.214938472823407,0.957588746991129,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
595.563925942673,141.456736976249,1,6,1.2491579366744,-0.257519244055883,2.12202575108716,-3.55768840657447,-1.52865516275173,0.249554226413785,-0.179185362633173,0.141268463059441,0.490524336706246,-0.589538429586815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614.837279364459,141.456736976249,3,4,2.50884272553386,0.0837855084949758,0.67988707432642,-2.53202362553414,-0.713974180926291,-2.20268927690453,-2.32975038968453,0.610645600818621,0.311726492172461,4.98654849538947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
634.110632786244,141.456736976249,3,4,3.54053299655576,-0.309148863945518,4.82120543075523,-2.46400237281249,-3.97694488554696,-2.52551725550371,-1.40946801379178,1.45875923366293,1.15115365413042,4.08222906887455,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
653.38398620803,141.456736976249,3,4,1.87843749435795,0.168214795056208,2.81957836831526,-0.928784107093638,-1.02443999746922,-0.808379865651584,-2.97479878111079,-0.424192914806694,1.77663749563972,0.17816767336774,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
672.657339629815,141.456736976249,3,4,0.357516223240122,0.18052990333398,1.51236562956146,-0.112217927469898,0.233187396139808,-1.24013778894314,-1.68612337719247,0.84543442227306,0.885194016368257,0.770686298278806,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
769.024106738743,141.456736976249,4,4,1.17813225914063,-0.196830500420603,3.07325764470777,0.553811955421212,-1.51331927256218,-1.99569347674757,-2.01103796366433,-0.45499181561752,0.187445134235933,0.777435491280802,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
788.297460160528,141.456736976249,4,4,3.77359099136132,-0.502124103091785,1.36323851668645,-1.48962831585224,-0.592031618116645,-1.72528716693334,-2.67394546573727,-0.157547290325421,0.905728002239532,3.91434806512132,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
807.570813582314,141.456736976249,4,4,5.23565212820594,-0.344424742384588,2.88088209892541,-1.52956522138658,-0.109737932270308,-0.925623456814018,-2.42934822712714,1.13857488566583,0.581586421049274,2.22312455372811,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
826.844167004099,141.456736976249,4,4,3.22461748905947,0.750418787339737,2.21564854063338,-3.19001511695089,-1.31385197995071,-1.8427691131648,-1.64436766624786,1.2787924445184,0.659251121486016,1.22937323312779,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
884.664227269456,141.456736976249,2,1,2.911679881111,-0.636030118937797,1.63295273643523,-0.0541055533529968,-3.262486437424,-1.11897540945332,-2.85942650261991,1.10473706049287,-0.36349378927927,0.926133411464361,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
903.937580691241,141.456736976249,2,1,5.9472604649036,-0.541346227770507,2.24183327196607,-1.0158251039451,-2.89225726566671,-1.24975743797782,-1.4715919290991,1.40394230483682,1.69462435067651,0.770197101761645,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
923.210934113027,141.456736976249,2,1,2.10984087453394,-1.06861661903325,1.14608088142367,-0.944380373135752,-4.30048253369467,-1.0162265843747,-5.56300558851154,0.940874989557369,-0.0756107650994292,3.41089505370853,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
942.484287534812,141.456736976249,2,1,2.60316967519521,-0.568430906601522,1.71818052536114,-2.32270542816862,-1.43797675870172,-2.43023292206806,-1.5663479271532,1.20638330957822,1.80965100136634,-0.0044824780927079,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
441.377098568389,160.730090398035,5,10,1.62521559679294,-2.10240080083426,1.30010954836181,-2.56791860679945,0.403512230373451,-1.73112512926911,-1.46183779839671,0.576139808779525,0.79336363892312,0.916535249959303,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
460.650451990174,160.730090398035,5,10,4.58835549800001,-0.722305134866222,-0.22843394182014,0.759910904519445,-0.688894632510858,-2.34740330528364,-5.20754190426026,-0.238794734469654,-0.337899835096747,0.875962676792333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
479.92380541196,160.730090398035,5,10,3.01676280142707,-1.35908469728238,1.60863998453612,-1.75702279768747,0.378250684474264,-3.33641470657361,-0.910756945089286,-0.343236787579844,-0.220484924886828,2.94913185985515,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
499.197158833745,160.730090398035,1,6,1.72768254797591,-0.281414112367823,2.84351327696612,-0.584316261686658,-1.43729487004265,-3.82783345536267,-1.39684024492169,0.916576492883875,-0.32200377386429,1.97961156035409,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
614.837279364459,160.730090398035,3,4,1.92584871663852,-0.459941657872107,1.21975568943811,-0.637961324226444,0.331190694654121,-1.91775162739183,-1.07761239834404,0.0386431725198771,0.470743684628914,1.42617830243078,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
634.110632786244,160.730090398035,3,4,3.45022701470441,0.558263009992131,7.59878629288951,-2.38617385188859,-0.90087144614449,-2.21770984020154,-3.09690038402513,0.675014794506079,0.809254772493633,2.29809874996726,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
653.38398620803,160.730090398035,3,4,5.1886652840287,-0.195566386991628,3.49123940428039,-2.16070624738595,-2.34900509859496,-1.36457728907851,-2.68962805158374,0.643722235515384,0.58163977640969,4.81599421027138,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
672.657339629815,160.730090398035,3,4,1.88245145412516,0.485915050559408,1.64790715204707,-5.39661151051952,0.184851458154922,-3.0930747964869,-1.61442076032171,0.714484897924991,0.834265357485021,3.9855599566407,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
769.024106738743,160.730090398035,4,4,1.38367757407515,0.333137633468626,1.46216121442381,-1.41267626619646,-3.28605115480894,-3.07767136326207,-1.22421577927613,2.26623214154997,1.75587210399318,0.76211842217798,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
788.297460160528,160.730090398035,4,4,6.33696724129494,-0.179669712316695,3.30978502295106,-0.603374689599068,-0.816904292664464,-2.45299849143023,-1.30929304152915,0.0637092138802995,0.505636098269599,1.71191738794079,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
807.570813582314,160.730090398035,4,4,5.13039785036946,-0.019288655801398,0.188894665464941,-7.12634906801239,-1.96030790824782,-1.40108502120455,-1.82427821287299,0.184254871698565,-0.0009212132853094,1.07907900326783,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
903.937580691241,160.730090398035,2,1,0.419660464494985,-1.97472277816228,1.75318287067868,-1.8779357971344,-1.84710821285681,-1.67503470075646,-6.06599928922955,0.908873775856268,0.297393467592546,-0.238596127350019,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
923.210934113027,160.730090398035,2,1,1.28651365080085,-0.448162820946488,1.20019821038972,-0.168939393987533,-3.81636237797377,-2.36730397328232,-1.57976814191329,1.97106387724684,1.105329619536,1.42165662608824,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
942.484287534812,160.730090398035,2,1,3.88059769328709,-2.89028491635854,1.9260420802089,0.424620813573618,-1.30595790988611,-1.01211152398109,-0.722014601900429,1.87144438917066,0.834535563633274,2.30535505317054,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
961.757640956598,160.730090398035,2,1,2.05548476588228,-0.40291381989423,3.19482944075358,-1.06507148195132,-1.40393843771982,-1.68004230729694,-3.39901520245757,1.3733187513361,-0.488841978235917,0.165082532551857,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
422.103745146603,180.00344381982,5,10,3.73607582760009,-2.03789163833034,1.55159637702628,-0.0526645382621167,-1.93231743903203,-2.98765831177879,-0.245318729609979,0.756906595941436,0.297058657416668,2.01270281284776,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
441.377098568389,180.00344381982,5,10,3.9712238195329,-0.455606635129925,-0.048562463114791,-2.21707012465672,-1.04475089263782,-4.22020456055903,-1.8629087526647,0.0824925012281965,0.510964229058418,1.92224815228778,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
460.650451990174,180.00344381982,5,10,4.61691304993285,-0.679367510323355,0.898313492698309,0.305597648481312,0.316256008498904,-2.53001848690712,-3.01074985394488,-0.669026402622036,-0.580847808779983,3.68751109337785,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
479.92380541196,180.00344381982,5,10,3.06115799824713,-0.621631970417063,0.662471156925988,-6.28880201252286,-1.36124205142419,-0.921926199460941,-2.9928554704811,-0.414871204823404,-0.406790742102536,2.03064299848393,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
634.110632786244,180.00344381982,3,4,4.86189440499915,-0.363848054085942,4.74856666177302,-2.68237655747005,-2.35319686641691,-1.72567896345744,-1.73824320874028,0.509386453721242,0.0732544029290419,0.4057096404872,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
653.38398620803,180.00344381982,3,4,1.04672260766911,-0.133998945295583,3.21273883858734,-0.784210998132767,-0.709564677935232,-2.306789278069,-1.83895672859256,0.243347591724589,0.743121896912425,5.1210248016817,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
672.657339629815,180.00344381982,3,4,1.87168042658705,0.832949234449312,2.56904960353356,-0.155970168263515,-1.47052384643017,-1.18457963837807,-0.852994253950515,0.332203259673143,1.09577559967961,2.5501229534521,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
691.930693051601,180.00344381982,3,4,5.38555427474069,0.501428825879881,3.95701521407746,-0.870175072531357,0.476689962335293,-2.07811900345499,-7.3929882924223,1.27618483874252,0.154141156054705,1.01654047927601,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
