,X_coord,Y_coord,ground_truth_cluster,pred_3PCs_k10_seed_141,refined_pred_3PCs_k10_seed_141,pred_10PCs_k10_seed_141,refined_pred_10PCs_k10_seed_141,pred_3PCs_k10_seed_549,refined_pred_3PCs_k10_seed_549,pred_10PCs_k10_seed_549,refined_pred_10PCs_k10_seed_549,pred_3PCs_k10_seed_75,refined_pred_3PCs_k10_seed_75,pred_10PCs_k10_seed_75,refined_pred_10PCs_k10_seed_75,pred_3PCs_k10_seed_492,refined_pred_3PCs_k10_seed_492,pred_10PCs_k10_seed_492,refined_pred_10PCs_k10_seed_492,pred_3PCs_k10_seed_676,refined_pred_3PCs_k10_seed_676,pred_10PCs_k10_seed_676,refined_pred_10PCs_k10_seed_676,pred_3PCs_k10_seed_179,refined_pred_3PCs_k10_seed_179,pred_10PCs_k10_seed_179,refined_pred_10PCs_k10_seed_179,pred_3PCs_k10_seed_587,refined_pred_3PCs_k10_seed_587,pred_10PCs_k10_seed_587,refined_pred_10PCs_k10_seed_587,pred_3PCs_k10_seed_592,refined_pred_3PCs_k10_seed_592,pred_10PCs_k10_seed_592,refined_pred_10PCs_k10_seed_592,pred_3PCs_k10_seed_601,refined_pred_3PCs_k10_seed_601,pred_10PCs_k10_seed_601,refined_pred_10PCs_k10_seed_601,pred_3PCs_k10_seed_916,refined_pred_3PCs_k10_seed_916,pred_10PCs_k10_seed_916,refined_pred_10PCs_k10_seed_916,pred_3PCs_k10_seed_518,refined_pred_3PCs_k10_seed_518,pred_10PCs_k10_seed_518,refined_pred_10PCs_k10_seed_518,pred_3PCs_k10_seed_339,refined_pred_3PCs_k10_seed_339,pred_10PCs_k10_seed_339,refined_pred_10PCs_k10_seed_339,pred_3PCs_k10_seed_921,refined_pred_3PCs_k10_seed_921,pred_10PCs_k10_seed_921,refined_pred_10PCs_k10_seed_921,pred_3PCs_k10_seed_423,refined_pred_3PCs_k10_seed_423,pred_10PCs_k10_seed_423,refined_pred_10PCs_k10_seed_423,pred_3PCs_k10_seed_330,refined_pred_3PCs_k10_seed_330,pred_10PCs_k10_seed_330,refined_pred_10PCs_k10_seed_330,pred_3PCs_k10_seed_388,refined_pred_3PCs_k10_seed_388,pred_10PCs_k10_seed_388,refined_pred_10PCs_k10_seed_388,pred_3PCs_k10_seed_273,refined_pred_3PCs_k10_seed_273,pred_10PCs_k10_seed_273,refined_pred_10PCs_k10_seed_273,pred_3PCs_k10_seed_286,refined_pred_3PCs_k10_seed_286,pred_10PCs_k10_seed_286,refined_pred_10PCs_k10_seed_286,pred_3PCs_k10_seed_61,refined_pred_3PCs_k10_seed_61,pred_10PCs_k10_seed_61,refined_pred_10PCs_k10_seed_61,pred_3PCs_k10_seed_807,refined_pred_3PCs_k10_seed_807,pred_10PCs_k10_seed_807,refined_pred_10PCs_k10_seed_807,pred_3PCs_k10_seed_283,refined_pred_3PCs_k10_seed_283,pred_10PCs_k10_seed_283,refined_pred_10PCs_k10_seed_283,pred_3PCs_k10_seed_127,refined_pred_3PCs_k10_seed_127,pred_10PCs_k10_seed_127,refined_pred_10PCs_k10_seed_127,pred_3PCs_k10_seed_165,refined_pred_3PCs_k10_seed_165,pred_10PCs_k10_seed_165,refined_pred_10PCs_k10_seed_165,pred_3PCs_k10_seed_952,refined_pred_3PCs_k10_seed_952,pred_10PCs_k10_seed_952,refined_pred_10PCs_k10_seed_952,pred_3PCs_k10_seed_311,refined_pred_3PCs_k10_seed_311,pred_10PCs_k10_seed_311,refined_pred_10PCs_k10_seed_311,pred_3PCs_k10_seed_597,refined_pred_3PCs_k10_seed_597,pred_10PCs_k10_seed_597,refined_pred_10PCs_k10_seed_597,pred_3PCs_k10_seed_473,refined_pred_3PCs_k10_seed_473,pred_10PCs_k10_seed_473,refined_pred_10PCs_k10_seed_473,pred_3PCs_k10_seed_594,refined_pred_3PCs_k10_seed_594,pred_10PCs_k10_seed_594,refined_pred_10PCs_k10_seed_594,pred_3PCs_k10_seed_605,refined_pred_3PCs_k10_seed_605,pred_10PCs_k10_seed_605,refined_pred_10PCs_k10_seed_605,pred_3PCs_k10_seed_101,refined_pred_3PCs_k10_seed_101,pred_10PCs_k10_seed_101,refined_pred_10PCs_k10_seed_101
10,576.290572520888,102.910030132678,6,9,9,6,6,6,6,10,10,0,0,5,5,7,10,1,1,6,6,5,5,2,2,3,3,0,0,2,2,6,2,7,7,5,5,5,5,3,3,3,3,3,3,0,0,6,6,6,6,7,7,4,4,7,7,2,2,6,6,6,6,1,1,8,8,5,5,0,0,6,6,1,1,0,0,2,2,8,8,1,1,5,5,3,3,8,8,4,4,4,4,2,2,7,7,0,0,3,3,3,3,0,0,4,4,2,2,6,6,3,3,5,5,10,10,4,4,3,3,6,6
11,595.563925942673,102.910030132678,6,9,9,3,3,8,8,3,3,6,6,1,1,10,10,4,4,8,6,9,9,0,0,5,5,5,5,8,8,2,2,5,5,7,7,7,7,6,6,0,0,3,3,1,1,3,3,7,7,0,0,6,6,8,8,1,1,0,0,4,4,5,5,8,8,5,5,2,2,6,6,10,10,1,1,3,3,8,8,0,0,2,2,1,1,2,2,3,3,5,5,5,5,7,7,8,8,10,10,4,4,3,3,1,1,2,2,2,2,4,4,4,4,3,3,6,6,2,2,3,3
12,614.837279364459,102.910030132678,4,5,5,3,3,3,3,3,3,4,4,2,2,5,5,4,4,6,6,9,9,5,5,4,4,3,3,8,8,7,7,4,4,0,0,7,7,1,1,0,0,1,1,1,1,1,1,7,7,9,9,6,6,3,3,7,7,3,3,4,4,2,2,3,3,1,1,7,7,4,4,10,10,3,3,0,0,3,3,0,0,6,6,7,7,7,7,3,3,5,5,1,1,3,3,2,2,2,2,6,6,6,6,1,1,8,8,1,1,0,0,7,7,5,5,8,8,0,0,3,3
13,634.110632786244,102.910030132678,4,6,6,2,2,5,5,10,10,7,7,4,4,7,5,1,1,6,6,7,7,0,0,5,5,4,0,1,1,6,6,1,1,1,1,6,6,6,6,0,0,3,1,8,8,6,6,6,6,5,5,3,3,6,4,3,3,9,3,3,3,5,5,2,2,3,3,0,0,6,6,6,6,6,6,1,1,6,6,8,8,5,5,5,5,5,5,0,0,2,2,7,7,0,0,3,3,0,0,9,9,0,0,5,5,2,3,5,5,3,3,3,3,10,10,0,0,3,3,1,1
14,807.570813582314,102.910030132678,4,10,10,6,6,4,4,5,5,0,0,2,2,2,2,0,0,0,0,4,4,7,7,8,8,0,0,3,3,10,10,4,4,2,2,1,1,2,2,3,3,0,0,1,1,0,0,7,7,0,0,2,2,4,4,4,4,5,5,2,2,3,3,6,6,1,2,7,4,5,5,8,8,5,5,1,1,3,9,0,0,4,4,4,4,4,4,8,8,0,0,6,6,1,1,6,6,9,9,6,6,5,5,1,1,3,1,8,8,0,0,0,7,0,0,3,8,0,0,3,3
15,826.844167004099,102.910030132678,4,10,10,0,0,7,7,8,8,3,3,6,6,2,2,0,0,3,3,4,4,4,4,8,8,5,5,3,3,4,4,4,4,11,11,4,4,2,2,3,3,0,0,7,7,0,0,3,3,0,0,2,2,4,4,9,9,5,5,2,2,3,3,0,0,2,2,4,4,9,9,8,8,8,8,1,1,9,9,4,4,4,4,4,4,3,3,6,6,5,5,6,6,3,3,0,0,9,9,7,7,6,6,3,3,1,1,9,9,0,0,7,7,0,0,8,8,0,0,5,5
16,846.117520425885,102.910030132678,1,6,6,7,7,2,2,5,5,3,3,3,3,10,10,7,7,5,5,5,5,1,1,3,3,6,6,2,2,2,2,2,2,7,7,4,4,6,6,2,2,3,3,4,4,3,3,10,10,1,1,2,2,3,3,0,0,9,9,6,2,4,4,4,4,3,3,0,0,6,6,5,5,1,1,6,6,8,8,0,4,2,2,4,4,1,1,7,7,6,6,2,2,6,6,7,7,6,6,0,0,0,0,5,5,2,2,10,10,3,3,7,7,3,3,6,6,3,3,6,6
17,865.39087384767,102.910030132678,1,3,3,8,8,6,6,5,5,6,6,2,2,5,5,7,7,2,2,2,2,2,2,3,3,0,0,2,2,5,5,8,8,6,6,1,1,1,1,2,2,5,5,4,4,1,1,3,3,0,0,2,2,4,4,0,0,7,7,2,2,1,1,1,1,8,8,7,7,2,2,1,1,3,3,7,7,1,1,4,4,1,1,4,4,2,2,7,7,4,4,2,2,1,1,7,7,1,1,0,0,0,0,0,0,3,3,10,10,2,2,0,0,9,9,3,3,4,4,4,4
18,884.664227269456,102.910030132678,1,10,10,6,6,4,4,8,8,0,0,2,2,2,2,0,0,0,6,4,4,7,7,8,3,5,5,6,6,10,10,4,4,2,6,9,9,2,2,8,2,1,1,6,6,0,0,7,3,0,0,2,2,4,4,7,0,5,5,2,2,3,1,1,1,1,1,4,4,5,2,2,2,8,3,6,6,3,3,3,3,4,1,4,4,5,5,4,4,0,0,6,6,1,1,7,7,9,9,8,8,6,6,1,1,3,3,9,9,0,0,0,0,0,0,8,8,0,0,5,5
19,903.937580691241,102.910030132678,1,2,2,7,7,5,5,5,5,0,0,2,2,7,7,7,7,6,6,10,10,2,2,3,3,4,4,2,2,6,6,7,7,6,6,9,9,3,3,2,2,3,3,4,8,6,6,3,3,1,1,2,2,6,6,4,0,6,6,2,2,1,1,0,0,3,3,1,1,2,2,8,8,0,3,6,6,2,2,0,0,1,1,4,4,5,5,4,4,2,2,6,6,7,7,7,7,6,6,0,1,0,0,2,2,2,2,10,10,3,3,7,7,8,8,7,7,3,3,6,6
20,479.92380541196,122.183383554464,6,8,9,3,3,0,0,6,6,2,2,2,7,1,1,2,2,2,2,8,8,6,6,5,5,2,2,5,5,1,1,6,5,13,13,8,8,5,5,6,6,4,4,3,3,5,5,6,6,3,3,0,0,0,0,11,11,0,0,1,1,6,6,1,1,0,0,3,3,1,1,4,4,2,2,3,3,0,0,2,2,3,3,1,1,6,6,5,5,1,1,7,7,2,2,5,5,10,10,5,5,7,7,1,1,0,0,7,7,4,4,6,6,4,4,4,4,2,2,1,1
21,499.197158833745,122.183383554464,6,9,9,3,3,0,0,6,6,2,2,7,7,7,7,6,6,2,2,6,6,6,6,5,5,2,2,8,8,1,1,5,5,13,13,2,2,5,5,6,6,4,4,1,1,5,5,4,4,3,3,7,7,0,0,11,11,0,0,1,1,6,6,4,4,0,0,2,2,1,1,4,4,2,2,3,3,0,0,2,2,3,3,1,1,10,10,3,3,1,1,7,7,2,2,5,5,10,10,4,4,7,7,1,1,0,0,11,11,4,4,6,6,10,10,2,2,2,2,3,3
22,518.470512255531,122.183383554464,6,9,9,3,3,0,0,0,0,2,2,5,5,7,7,1,1,0,0,2,2,2,2,5,5,2,2,5,5,1,1,9,9,11,11,6,6,8,5,0,0,3,3,0,0,5,5,4,4,3,3,7,7,7,7,11,11,6,0,7,7,6,6,2,2,4,4,0,0,1,1,2,4,2,2,3,3,6,6,8,8,3,3,1,1,8,8,3,3,1,1,0,0,2,2,3,3,3,3,4,4,0,0,1,1,0,0,5,5,2,4,0,0,9,9,0,0,3,3,3,3
23,537.743865677316,122.183383554464,6,6,6,3,3,6,0,3,3,0,0,1,1,7,7,4,4,6,6,6,6,2,2,6,3,0,0,5,5,6,6,9,9,6,6,2,2,5,5,4,4,3,3,3,3,6,6,7,4,3,3,7,7,10,10,7,7,0,0,4,4,1,1,6,6,4,4,3,3,2,1,4,4,6,6,3,3,6,6,0,0,1,1,7,7,1,1,3,3,2,2,0,0,7,7,2,2,6,6,4,4,0,0,3,3,2,2,11,11,3,3,0,0,10,10,4,4,3,3,3,3
24,557.017219099102,122.183383554464,6,9,9,4,4,0,0,1,3,2,2,6,6,7,7,2,2,8,8,1,1,6,6,3,3,0,0,5,5,6,6,6,6,3,3,2,2,6,6,3,3,4,3,3,3,5,5,4,4,7,7,5,5,7,7,2,2,0,0,5,5,5,5,4,4,0,0,5,5,1,1,1,1,0,0,3,3,0,0,9,9,5,5,1,1,10,10,5,3,4,4,2,2,2,2,9,9,10,10,5,5,7,0,3,3,0,0,10,10,4,3,6,6,4,10,4,4,2,3,6,6
25,576.290572520888,122.183383554464,6,9,9,8,8,6,6,9,9,0,0,2,2,10,7,7,7,8,8,2,2,2,2,8,8,0,0,6,6,2,6,2,2,5,5,8,8,3,3,8,8,3,3,4,4,6,6,4,4,7,7,1,1,7,7,2,2,6,6,5,5,1,1,3,3,5,5,7,7,2,2,4,4,0,0,8,8,8,8,2,2,5,5,4,4,2,2,7,7,4,4,2,2,7,7,7,7,3,3,7,7,0,0,1,1,2,2,8,8,3,3,6,6,10,10,1,1,3,3,4,4
26,595.563925942673,122.183383554464,6,5,5,6,6,7,7,5,5,7,0,6,6,5,5,0,0,6,6,4,4,5,5,8,8,5,5,7,7,5,5,4,4,4,4,1,1,1,1,7,7,1,1,1,1,1,1,4,4,7,7,8,8,8,8,4,1,7,7,2,4,1,1,6,6,10,10,4,4,9,9,8,8,3,3,6,6,3,3,0,0,1,1,7,7,5,5,8,3,4,4,3,3,7,7,6,6,2,2,7,7,6,6,1,1,9,2,8,8,0,0,0,0,11,11,3,3,5,5,5,3
27,614.837279364459,122.183383554464,4,3,5,6,6,6,6,3,3,0,0,7,7,5,5,0,0,0,6,4,4,7,7,8,8,0,0,7,7,5,5,4,4,2,2,9,9,2,1,7,7,1,1,1,1,0,1,7,7,7,7,5,5,4,4,1,1,3,3,4,4,3,1,0,6,1,1,4,4,5,5,10,10,5,3,2,2,3,3,0,0,4,1,7,7,1,1,3,3,0,0,1,1,1,1,6,6,9,9,6,6,5,5,1,1,3,3,8,8,0,0,5,5,6,6,8,8,0,0,3,3
28,634.110632786244,122.183383554464,4,9,9,2,2,6,6,0,0,6,6,4,4,4,4,1,1,8,8,7,7,2,7,4,4,0,0,0,0,2,2,0,0,5,5,0,0,3,3,7,7,5,5,0,0,6,6,6,6,0,0,3,3,4,4,3,3,2,2,3,3,1,3,6,6,5,5,0,0,2,2,6,6,3,3,0,0,1,1,8,8,1,1,5,5,2,2,0,0,4,4,0,0,7,1,3,3,3,3,9,9,0,0,5,5,3,3,5,5,2,2,0,0,8,8,1,1,4,4,1,1
29,653.38398620803,122.183383554464,4,3,3,7,7,5,5,7,7,0,0,6,6,5,5,2,2,2,2,7,7,7,7,6,6,0,0,2,2,5,5,1,1,10,10,9,9,1,1,2,2,1,1,2,2,1,1,0,0,0,0,0,3,4,4,3,3,3,3,6,6,3,3,1,1,10,10,6,6,2,2,1,1,8,8,7,7,1,1,2,2,1,1,4,4,8,8,7,0,4,4,2,2,1,1,9,3,1,1,3,3,0,0,5,5,3,3,10,10,2,2,1,1,11,11,1,1,4,4,6,6
30,788.297460160528,122.183383554464,4,7,0,7,7,3,3,2,2,4,4,3,3,6,6,2,2,5,5,0,4,3,4,4,4,7,3,6,6,8,8,7,4,9,9,2,2,0,0,7,7,2,0,2,2,3,0,0,7,2,9,5,5,1,1,11,11,9,5,1,1,0,0,1,1,6,2,3,3,3,4,6,6,1,1,4,4,12,12,3,3,2,6,3,3,7,7,0,0,3,7,6,6,4,3,5,6,5,9,2,2,6,6,5,5,7,7,8,8,5,0,3,3,13,13,6,6,3,0,1,1
31,807.570813582314,122.183383554464,4,0,0,3,3,3,3,3,3,3,3,1,1,9,2,6,6,6,6,4,4,4,4,4,4,3,3,8,8,4,4,4,4,4,4,1,1,1,2,0,0,0,0,1,1,0,0,7,7,9,9,7,7,9,9,7,7,5,5,4,2,2,3,5,5,2,2,4,4,4,4,2,2,8,8,4,4,9,9,0,0,6,6,7,7,3,3,3,3,7,7,1,1,3,3,6,6,9,9,4,4,6,6,1,1,1,1,1,1,0,0,7,7,11,0,8,8,0,0,3,3
32,826.844167004099,122.183383554464,4,10,10,1,1,4,4,3,3,7,7,1,1,2,2,6,6,0,0,4,4,7,4,5,5,0,0,7,7,10,10,4,4,2,2,1,1,2,2,0,0,0,0,1,1,0,0,7,7,0,0,7,7,4,4,7,7,5,5,2,2,3,3,5,5,2,2,4,4,5,5,2,2,5,5,6,6,9,9,0,0,4,4,7,7,4,4,3,3,0,0,1,1,1,3,6,6,9,9,4,4,5,5,1,1,1,1,1,1,0,0,7,7,0,0,8,8,0,0,3,3
33,846.117520425885,122.183383554464,1,0,0,0,0,3,3,8,8,4,4,1,1,9,2,0,0,7,7,10,10,4,4,3,3,7,7,3,3,7,7,4,4,4,4,4,4,1,2,1,1,0,0,6,6,0,0,3,3,2,2,0,0,3,3,9,9,3,3,2,2,2,3,0,0,2,2,4,4,4,4,8,8,3,3,1,1,5,5,4,4,6,6,4,4,0,0,2,2,5,5,6,6,3,3,2,2,2,9,0,0,4,4,4,4,8,8,9,9,1,1,2,7,11,11,7,7,0,0,5,5
34,865.39087384767,122.183383554464,1,3,3,1,1,6,6,0,0,0,0,5,5,2,2,1,1,0,0,7,7,7,7,5,5,0,0,0,0,10,10,9,9,10,10,0,0,2,2,1,1,5,5,0,0,0,0,6,3,8,8,3,3,4,4,3,3,3,3,3,3,3,3,8,8,8,8,8,8,5,5,5,5,5,3,1,1,1,1,8,8,1,1,7,4,2,2,6,6,0,0,0,0,1,1,3,3,9,9,9,9,0,0,4,4,3,3,5,5,2,2,0,0,6,6,3,3,4,4,5,5
35,884.664227269456,122.183383554464,1,5,5,2,2,7,7,0,0,3,3,4,4,5,5,5,5,6,6,2,2,5,5,6,6,6,6,3,3,5,5,0,0,6,6,0,0,1,1,5,5,1,1,8,8,1,1,3,3,1,1,4,4,3,3,0,0,1,1,3,3,4,4,2,2,11,11,8,8,0,0,5,5,3,3,7,7,11,11,8,8,6,6,0,0,3,3,7,7,5,5,7,7,6,6,3,3,4,4,1,1,6,6,0,0,6,6,6,6,0,0,2,2,11,11,3,3,5,5,4,4
36,903.937580691241,122.183383554464,1,2,2,2,2,5,5,0,0,0,0,4,4,10,10,5,5,6,6,5,5,1,1,3,3,0,0,0,0,2,2,0,0,6,6,0,0,8,8,2,2,3,3,8,8,6,6,10,3,1,1,4,4,6,6,0,0,2,2,3,3,1,1,2,2,3,3,8,8,2,2,5,5,3,3,7,7,8,8,8,8,1,1,7,7,1,1,7,7,4,4,0,0,7,7,3,3,3,3,1,1,0,0,5,0,2,2,6,6,3,3,2,2,8,8,0,3,3,3,6,6
