barcode,x,y,original_cluster,mclust_seed_141,mclust_seed_549,mclust_seed_75,mclust_seed_492,mclust_seed_676,mclust_seed_179,mclust_seed_587,mclust_seed_592,mclust_seed_601,mclust_seed_916,mclust_seed_518,mclust_seed_339,mclust_seed_921,mclust_seed_423,mclust_seed_330,mclust_seed_388,mclust_seed_273,mclust_seed_286,mclust_seed_61,mclust_seed_807,mclust_seed_283,mclust_seed_127,mclust_seed_165,mclust_seed_952,mclust_seed_311,mclust_seed_597,mclust_seed_473,mclust_seed_594,mclust_seed_605,mclust_seed_101
16,846.117520425885,102.910030132678,1,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
17,865.39087384767,102.910030132678,1,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
18,884.664227269456,102.910030132678,1,3,6,6,3,2,5,4,4,3,1,1,3,6,5,5,1,4,3,3,3,3,4,4,2,1,1,5,5,4,6
19,903.937580691241,102.910030132678,1,3,6,6,3,2,3,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
20,479.92380541196,122.183383554464,6,1,2,1,3,3,2,1,1,1,2,3,1,2,2,2,2,1,2,5,2,4,1,1,1,2,2,2,1,2,5
21,499.197158833745,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,2,5
22,518.470512255531,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
23,537.743865677316,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
24,557.017219099102,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
25,576.290572520888,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
26,595.563925942673,122.183383554464,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
27,614.837279364459,122.183383554464,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
28,634.110632786244,122.183383554464,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
29,653.38398620803,122.183383554464,4,1,2,1,2,1,5,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,5,1,2,5
30,788.297460160528,122.183383554464,4,3,6,6,5,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
31,807.570813582314,122.183383554464,4,3,6,6,4,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
32,826.844167004099,122.183383554464,4,3,6,6,3,2,5,4,2,3,1,4,3,6,5,5,1,4,3,3,3,3,4,4,2,1,1,5,5,4,6
33,846.117520425885,122.183383554464,1,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
34,865.39087384767,122.183383554464,1,3,6,6,3,2,5,4,2,3,1,4,3,6,5,5,1,4,3,3,3,3,4,4,2,3,1,3,5,4,2
35,884.664227269456,122.183383554464,1,3,6,6,3,2,3,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
36,903.937580691241,122.183383554464,1,3,6,6,3,2,3,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
37,923.210934113027,122.183383554464,1,3,6,6,3,2,3,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
38,460.650451990174,141.456736976249,6,3,6,6,3,2,5,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,5,5,1,2
39,479.92380541196,141.456736976249,6,3,2,1,3,1,2,4,1,3,2,3,5,2,5,5,2,1,2,3,3,2,4,4,1,2,2,3,1,2,2
40,499.197158833745,141.456736976249,6,3,2,1,3,1,2,6,1,3,2,3,5,2,2,7,2,3,3,3,3,3,4,5,1,2,2,3,1,2,4
41,518.470512255531,141.456736976249,6,1,4,1,2,3,2,1,1,1,2,3,1,2,1,2,2,1,2,5,2,4,1,1,1,2,2,2,1,2,5
42,537.743865677316,141.456736976249,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
43,557.017219099102,141.456736976249,6,1,4,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
44,576.290572520888,141.456736976249,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
45,595.563925942673,141.456736976249,6,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
46,614.837279364459,141.456736976249,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
47,634.110632786244,141.456736976249,4,1,2,1,2,1,5,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,3,2,5,1,2,5
48,653.38398620803,141.456736976249,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,5
49,672.657339629815,141.456736976249,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,3,1,2,5
50,769.024106738743,141.456736976249,4,3,6,6,5,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
51,788.297460160528,141.456736976249,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
52,807.570813582314,141.456736976249,4,3,6,6,4,2,5,4,4,3,1,1,3,6,5,5,1,4,1,1,3,3,4,4,2,1,1,5,5,4,6
53,826.844167004099,141.456736976249,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
54,884.664227269456,141.456736976249,1,3,6,6,3,2,3,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
55,903.937580691241,141.456736976249,1,3,1,6,3,4,3,4,4,3,1,5,3,6,5,5,1,3,1,1,3,3,4,4,2,1,1,5,5,4,6
56,923.210934113027,141.456736976249,1,3,3,6,3,2,3,4,7,3,1,5,3,6,3,5,1,5,3,3,3,3,4,4,5,7,5,3,2,4,2
57,942.484287534812,141.456736976249,1,3,3,6,3,2,3,4,7,3,1,5,3,6,3,5,1,5,3,3,3,3,4,4,5,7,5,3,2,4,2
58,441.377098568389,160.730090398035,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,7,1,3,3,3,3,3,4,5,2,1,1,3,5,1,4
59,460.650451990174,160.730090398035,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
60,479.92380541196,160.730090398035,10,3,6,6,3,2,2,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
61,499.197158833745,160.730090398035,6,3,2,6,3,1,2,4,1,3,2,3,5,2,5,5,2,3,3,3,3,3,4,4,1,2,1,3,1,2,2
62,614.837279364459,160.730090398035,4,1,2,1,2,1,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,5
63,634.110632786244,160.730090398035,4,1,2,1,2,1,5,1,1,1,2,3,1,2,2,2,2,1,2,2,2,1,2,1,1,3,2,2,1,2,5
64,653.38398620803,160.730090398035,4,1,6,6,4,1,5,1,4,1,2,1,1,2,2,2,2,4,1,1,1,2,2,1,2,3,1,5,1,2,6
65,672.657339629815,160.730090398035,4,1,6,6,2,1,7,1,7,6,2,4,1,3,2,2,1,3,3,3,1,2,2,1,2,1,1,3,5,2,5
66,769.024106738743,160.730090398035,4,3,6,6,8,2,7,4,7,6,1,4,3,3,5,5,1,3,3,3,3,3,4,4,6,1,1,3,5,1,2
67,788.297460160528,160.730090398035,4,3,1,6,4,4,5,4,4,3,1,1,3,6,5,5,1,4,1,1,3,1,4,4,2,1,1,5,5,1,6
68,807.570813582314,160.730090398035,4,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
69,903.937580691241,160.730090398035,1,3,3,6,3,2,3,2,7,3,1,5,3,3,3,7,1,5,3,3,6,7,4,4,5,7,5,3,2,4,4
70,923.210934113027,160.730090398035,1,3,3,6,3,2,3,2,7,3,1,5,3,3,3,5,1,5,6,3,6,3,4,4,5,7,5,3,2,4,2
71,942.484287534812,160.730090398035,1,3,3,6,3,5,3,6,7,6,1,5,3,3,3,7,1,5,7,3,6,5,4,5,5,7,5,3,2,7,4
72,961.757640956598,160.730090398035,1,3,3,6,3,2,3,2,7,6,1,5,3,3,3,5,1,5,6,3,6,3,4,4,5,7,5,3,2,4,2
73,422.103745146603,180.00344381982,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,7,3,3,5,4,5,2,1,1,3,5,7,2
74,441.377098568389,180.00344381982,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
75,460.650451990174,180.00344381982,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
76,479.92380541196,180.00344381982,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
77,634.110632786244,180.00344381982,4,1,6,6,4,1,5,1,4,1,2,1,1,6,2,2,2,4,3,1,1,2,2,1,2,3,1,5,1,2,6
78,653.38398620803,180.00344381982,4,1,6,6,2,1,7,1,7,6,2,4,1,3,2,2,1,3,3,3,1,2,2,1,2,1,1,3,1,2,5
79,672.657339629815,180.00344381982,4,4,6,6,8,1,7,2,7,6,1,4,4,3,3,2,1,3,3,3,1,2,2,4,6,1,1,3,3,2,5
80,691.930693051601,180.00344381982,4,4,6,6,8,4,5,2,4,6,1,4,4,3,3,3,1,4,1,1,1,3,2,4,6,1,1,5,3,2,6
81,749.750753316957,180.00344381982,4,4,6,6,8,2,7,2,7,6,1,4,3,3,3,3,1,3,3,3,3,3,8,4,6,1,1,3,3,1,2
82,769.024106738743,180.00344381982,4,3,6,6,8,2,7,2,7,6,1,4,3,3,3,3,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
83,788.297460160528,180.00344381982,4,3,6,6,8,2,7,4,7,6,1,4,3,6,3,5,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
84,923.210934113027,180.00344381982,1,3,3,6,3,5,3,6,7,6,1,5,3,3,3,7,8,5,7,3,6,5,4,5,5,5,5,3,2,7,4
85,942.484287534812,180.00344381982,1,3,3,6,3,2,3,2,6,6,1,5,3,3,3,8,1,5,6,3,8,8,4,4,5,7,5,3,2,4,2
86,961.757640956598,180.00344381982,1,3,3,6,3,2,3,2,7,6,1,5,3,3,3,3,1,5,6,3,6,3,8,4,5,7,5,3,2,4,2
87,422.103745146603,199.276797241606,10,3,6,6,4,2,5,4,2,3,1,1,5,6,5,7,1,3,3,3,3,5,4,5,2,3,1,3,5,1,2
88,441.377098568389,199.276797241606,10,3,6,6,3,2,5,4,2,3,1,4,5,6,5,5,1,4,3,3,3,3,4,4,2,3,1,5,5,1,2
89,460.650451990174,199.276797241606,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
90,557.017219099102,199.276797241606,10,3,6,6,3,2,7,4,1,3,1,4,5,6,5,7,1,3,3,3,3,3,4,5,2,3,1,3,1,2,4
91,634.110632786244,199.276797241606,4,4,6,6,8,1,7,2,7,6,1,4,4,3,3,2,1,3,3,3,1,2,2,4,6,1,1,3,3,2,2
92,653.38398620803,199.276797241606,4,4,6,6,8,2,7,2,7,6,1,4,4,3,3,2,1,3,3,3,3,2,4,4,6,1,1,3,3,2,2
93,672.657339629815,199.276797241606,7,4,6,6,8,2,7,2,9,6,1,4,4,3,3,9,1,3,3,3,3,7,8,4,6,3,1,3,3,2,4
94,691.930693051601,199.276797241606,7,4,5,7,7,9,7,2,9,6,1,4,9,7,3,9,6,7,9,7,9,7,6,7,7,5,5,6,7,1,9
95,749.750753316957,199.276797241606,9,4,6,6,8,2,7,2,9,6,1,4,4,3,3,3,1,3,3,3,3,7,8,4,6,3,1,3,3,1,4
96,769.024106738743,199.276797241606,9,4,5,7,8,5,7,2,9,6,1,4,4,3,3,3,1,3,3,3,9,7,8,7,6,5,1,3,2,1,4
97,788.297460160528,199.276797241606,9,3,5,7,8,2,7,2,9,6,1,4,9,6,3,3,1,3,9,7,9,7,6,7,7,1,1,3,2,1,2
98,923.210934113027,199.276797241606,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,7,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
99,942.484287534812,199.276797241606,9,3,5,7,3,9,8,5,7,6,9,5,9,7,7,3,6,7,9,7,9,7,6,7,7,5,5,6,2,8,9
100,961.757640956598,199.276797241606,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
101,152.276797241606,218.550150663391,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
102,171.550150663391,218.550150663391,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
103,190.823504085177,218.550150663391,2,4,3,8,8,8,4,2,9,7,8,5,4,3,3,3,9,5,6,9,6,6,8,8,6,7,5,9,3,5,8
104,210.096857506962,218.550150663391,2,4,3,6,3,2,4,2,6,2,8,5,4,3,3,8,9,5,6,9,6,6,8,8,6,7,5,9,3,5,8
105,229.370210928748,218.550150663391,2,4,3,6,3,2,4,2,7,2,8,5,4,3,3,3,9,5,6,9,6,6,9,8,2,7,5,9,3,5,8
106,248.643564350534,218.550150663391,2,4,6,6,3,2,4,4,7,2,8,4,4,3,5,3,9,5,6,9,6,6,9,8,2,7,5,9,5,5,8
107,267.916917772319,218.550150663391,2,4,6,6,3,2,4,4,7,2,8,4,4,3,5,3,9,5,6,9,6,6,9,8,2,1,5,9,5,5,8
108,422.103745146603,218.550150663391,10,3,6,6,3,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
109,441.377098568389,218.550150663391,10,3,6,6,3,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
110,460.650451990174,218.550150663391,10,3,6,6,3,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
111,518.470512255531,218.550150663391,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
112,537.743865677316,218.550150663391,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
113,557.017219099102,218.550150663391,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,5,2,1,1,3,1,4,2
114,576.290572520888,218.550150663391,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
115,653.38398620803,218.550150663391,7,4,6,6,8,5,7,2,9,6,1,4,4,3,3,9,1,3,3,3,3,7,8,4,6,3,1,3,3,2,4
116,672.657339629815,218.550150663391,7,8,5,7,7,9,7,2,9,6,1,4,9,7,7,9,6,7,9,7,9,7,6,7,7,7,7,6,3,8,9
117,691.930693051601,218.550150663391,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,5,6,7,8,9
118,749.750753316957,218.550150663391,9,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
119,769.024106738743,218.550150663391,9,4,5,7,8,5,7,2,9,6,1,4,4,3,3,3,8,3,7,3,9,7,8,7,6,5,1,3,2,1,4
120,788.297460160528,218.550150663391,9,4,6,6,8,5,7,6,9,6,1,4,4,3,3,7,1,3,3,3,3,7,8,5,6,1,1,3,2,1,4
121,923.210934113027,218.550150663391,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
122,942.484287534812,218.550150663391,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
123,961.757640956598,218.550150663391,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
124,113.730090398035,237.823504085177,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
125,133.00344381982,237.823504085177,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
126,152.276797241606,237.823504085177,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
127,171.550150663391,237.823504085177,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
128,190.823504085177,237.823504085177,2,4,3,8,8,8,4,2,9,7,8,5,4,3,3,3,9,5,6,9,6,6,8,8,6,7,5,6,3,5,8
129,210.096857506962,237.823504085177,2,4,3,6,8,2,4,2,7,2,8,5,4,3,3,3,9,5,6,9,6,6,8,8,6,7,5,9,3,5,8
130,229.370210928748,237.823504085177,2,4,3,6,3,2,4,2,6,2,8,5,4,3,3,3,9,5,6,9,6,6,9,8,2,7,5,9,3,5,8
131,248.643564350534,237.823504085177,2,4,6,6,3,2,4,4,6,2,8,4,4,3,5,3,9,5,6,9,6,6,9,8,2,7,5,9,5,5,8
132,267.916917772319,237.823504085177,2,4,6,6,3,2,4,4,6,2,8,4,4,3,5,3,9,3,1,9,6,6,5,4,2,1,5,7,5,5,8
133,287.190271194105,237.823504085177,2,4,6,6,3,2,9,4,6,2,8,4,7,3,5,8,9,3,3,9,8,8,9,4,2,1,5,9,5,5,8
134,422.103745146603,237.823504085177,10,3,6,6,5,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
135,441.377098568389,237.823504085177,10,3,6,6,5,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
136,460.650451990174,237.823504085177,10,3,6,6,3,2,7,4,2,3,4,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,1,2
137,518.470512255531,237.823504085177,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,7,3,3,3,4,4,2,1,1,3,5,7,2
138,537.743865677316,237.823504085177,10,3,6,6,3,2,7,4,2,3,1,4,5,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
139,557.017219099102,237.823504085177,10,3,1,6,4,2,5,4,4,3,1,1,5,6,5,5,1,4,3,1,3,5,4,4,2,3,1,5,5,4,2
140,576.290572520888,237.823504085177,10,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
141,595.563925942673,237.823504085177,10,3,6,6,3,2,7,4,7,3,1,4,3,3,5,5,1,3,3,3,3,3,4,4,2,1,1,3,3,1,2
142,653.38398620803,237.823504085177,7,4,5,6,7,9,7,2,9,6,1,4,9,7,3,9,6,7,9,7,9,7,6,7,6,7,7,3,3,1,4
143,672.657339629815,237.823504085177,7,8,5,7,8,8,7,2,9,6,1,4,4,3,3,9,9,7,6,3,9,7,8,7,6,5,5,6,3,1,9
144,691.930693051601,237.823504085177,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
145,749.750753316957,237.823504085177,9,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
146,769.024106738743,237.823504085177,9,4,6,6,8,2,7,2,9,6,1,4,4,3,3,3,1,3,3,3,9,7,8,4,6,1,1,3,2,1,8
147,788.297460160528,237.823504085177,9,4,6,6,8,5,7,2,9,6,1,4,4,3,3,3,8,3,7,3,3,7,8,5,6,1,1,3,2,7,5
148,923.210934113027,237.823504085177,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,7,5,7,5,3,2,4,4
149,942.484287534812,237.823504085177,9,3,3,6,3,2,3,2,7,6,1,5,4,3,3,3,1,5,6,3,6,7,8,4,5,7,5,3,2,4,4
150,961.757640956598,237.823504085177,9,3,5,6,3,2,3,2,7,6,1,5,9,7,7,3,1,5,9,3,6,7,8,7,5,7,7,3,2,4,4
151,94.4567369762493,257.096857506963,9,8,5,8,7,9,8,5,9,7,9,5,9,7,7,9,6,5,9,7,9,7,6,7,7,7,7,6,7,8,9
152,113.730090398035,257.096857506963,9,8,3,8,8,8,9,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
153,133.00344381982,257.096857506963,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
154,152.276797241606,257.096857506963,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
155,171.550150663391,257.096857506963,9,8,3,8,8,8,4,5,9,7,9,5,4,3,7,9,9,5,6,9,9,7,8,8,6,7,5,6,7,5,9
156,190.823504085177,257.096857506963,2,4,3,8,8,8,9,2,9,7,8,5,7,3,3,8,9,5,6,9,8,8,8,8,6,7,5,9,3,5,8
157,210.096857506962,257.096857506963,2,4,3,6,8,8,4,2,7,2,8,5,4,3,3,3,9,5,6,9,6,6,8,8,6,7,5,9,3,5,8
158,229.370210928748,257.096857506963,2,4,6,6,3,2,4,2,7,2,8,5,4,3,3,3,9,5,6,9,6,6,9,8,2,7,5,9,5,5,8
159,248.643564350534,257.096857506963,2,4,6,6,3,2,4,4,6,2,8,4,4,3,5,3,9,5,6,9,6,6,9,8,2,1,5,9,5,5,8
160,267.916917772319,257.096857506963,2,4,6,6,3,2,4,4,7,2,8,4,4,3,5,3,9,3,3,9,6,6,9,4,2,1,5,9,5,5,8
161,287.190271194105,257.096857506963,10,4,6,6,3,5,4,4,7,2,8,4,4,3,5,8,8,3,7,9,6,6,9,5,2,5,5,9,5,5,8
162,306.46362461589,257.096857506963,10,4,6,6,3,2,4,4,7,2,8,4,4,6,5,3,1,3,3,9,6,6,9,4,2,1,5,3,5,5,8
163,422.103745146603,257.096857506963,10,3,6,6,5,2,7,4,2,3,4,1,8,6,5,5,1,8,3,3,3,3,3,2,2,1,1,10,5,1,7
164,441.377098568389,257.096857506963,10,3,8,6,5,2,7,9,2,3,4,4,5,5,9,5,1,8,3,3,3,3,4,2,2,1,1,10,5,1,7
165,460.650451990174,257.096857506963,10,3,8,6,5,2,7,4,2,3,4,4,5,6,5,5,1,8,3,3,3,3,4,2,2,1,1,3,5,1,7
166,518.470512255531,257.096857506963,10,3,6,6,4,2,7,4,2,3,1,1,3,6,5,5,1,3,3,3,3,5,4,4,2,1,1,3,5,1,2
167,576.290572520888,257.096857506963,10,3,6,6,3,2,7,4,2,3,1,4,3,6,5,5,1,3,3,3,3,3,4,4,2,1,1,3,5,4,2
168,595.563925942673,257.096857506963,10,4,6,6,8,2,7,2,7,3,1,4,3,3,3,5,1,3,3,3,3,3,4,4,6,1,1,3,3,1,2
169,653.38398620803,257.096857506963,7,4,5,7,8,9,7,2,9,6,1,4,9,3,3,9,6,7,6,7,9,7,6,7,6,5,5,6,3,1,9
170,672.657339629815,257.096857506963,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,5,6,7,8,9
171,691.930693051601,257.096857506963,7,8,5,7,7,9,8,5,9,6,9,7,9,7,7,9,6,7,9,7,9,7,6,7,7,5,7,6,7,8,9
